Volume,Chapter,Paragraph,Line,LineId,Text
27,1,1,1,27010101," Everyone was talking about the minister's new daughter from Omi, and most of the talk was not kind."
27,1,1,2,27010102,"    ""I do not like it,""  said Genji. ""She should have been kept out of sight, and here for no reason at all he brings her grandly into his house and lets the whole world laugh at her. He has always been quick to take a stand, and he probably sent for her without finding out much of anything about her, and when he saw that she was not what he wanted he did what he has done. These things should be managed quietly."""
27,1,1,3,27010103,
27,1,1,4,27010104,"    Tamakazura could see now that she had after all been lucky. To~ no Chu~jo~ was her father, to be sure, but if she had gone to him as a stranger, quite ignorant of his thoughts and feelings over the years, she might have been subjected to similar humiliations. Ukon was of the same view, and said so."
27,1,1,5,27010105," Genji did, it was true, show regrettable tendencies, but he kept himself under control and seemed to have become genuinely fond of Tamakazura. Her fright had left her and she had settled happily into life at Rokujo~."
27,1,2,1,27010201,"    It was autumn. The first touch of the autumn breezes brought vague feelings of loneliness. Genji was always going off to Tamakazura's northeast quarter and spending whole days there, large parts of them in music lessons."
27,1,2,2,27010202,"    The new moon was quick to set. The sky had clouded delicately over and the murmur of the rushes was sadder. They lay down side by side with their heads pillowed against the koto. He stayed very late, sighing and asking whether anywhere else in the world there were attachments quite like this one. Reluctantly, fearful of gossip, he was about to leave. Noticing that the flares in the garden were low, he sent a guards officer to stir and refuel them."
27,1,2,3,27010203,"    They had been set out, not too brightly, under a spindle tree* that arched gracefully over the cool waters of the brook, far enough from the house so that they too seemed cool and gentle. In the soft light the lady was more beautiful than ever. The touch of her hair was coolly elegant, and a certain shyness and diffidence added to her charm. He did not want to leave."
27,1,2,4,27010204,"    ""You should always have flares,""  he said. ""An unlighted garden on a moonless summer night can almost be frightening."
27,1,2,5,27010205,
27,1,2,6,27010206,"    ""They burn, these flares and my heart, and send off smoke.<br>        The smoke from my heart refuses to be dispersed."
27,1,2,7,27010207,"    ""For how long?"""
27,1,2,8,27010208,"    Very strange, she was thinking."
27,1,2,9,27010209,"    ""If from your heart and the flares the smoke is the same,<br>    Then one might expect it to find a place in the heavens."
27,1,2,10,27010210,"    ""I am sure that we are the subject of much curious comment."""
27,1,2,11,27010211,"    ""You wish me to go?""  But someone in the other wing had taken up a flute, someone who knew how to play, and there was a Chinese koto too."
27,1,2,12,27010212," ""Yu~giri is at it again with those inseparable companions of his. This one will be Kashiwagi."" He listened for a time. ""There is no mistaking Kashiwagi."""
27,1,2,13,27010213,
27,1,3,1,27010301,"    He sent over to say that the light of the flares, cool and hospitable, had kept him on."
27,1,3,2,27010302, Yu~giri and two friends came immediately.
27,1,3,3,27010303,"    ""I felt the autumn wind in your flute and had to ask you to join me."""
27,1,3,4,27010304,"    His touch on the koto was soft and delicate, and Yu~giri's flute, in the banjiki mode,* was wonderfully resonant. Kashiwagi could not be persuaded to sing for them.
    ""You must not keep us waiting.""
    His brother, less shy, sang a strain and repeated it, keeping time with his fan, and one might have taken the low, rich tones for a bell cricket.+ Kashiwagi was now persuaded to play something on the koto. His touch was very little if at all inferior to his father's."
27,1,3,5,27010305,"    ""I believe there is someone inside with an ear for these things,""  said Genji. ""I must be abstemious. Old men have a way of saying things they regret when they drink too much."""
27,1,3,6,27010306,"    Tamakazura was indeed listening,"
27,1,3,7,27010307," and with complex feelings which the guests, her own brothers, could not have imagined. Kashiwagi was of the two the more strongly drawn to her. Indeed, he seemed in danger of falling in love with her. In his playing, however, there was not the smallest suggestion of disorder."
