Volume,Chapter,Paragraph,Line,LineId,Text
33,1,1,1,33010101, Yu~giri thought himself odd that he should be so gloomy when everyone else was so caught up in the excitement. His singleness of purpose had come to seem obsessive. Now there appeared a possibility that To~ no Chu~jo~ was prepared to look the other way--and so why did he not slip through? But no. An air of cool indifference had served him well thus far and it must be maintained to the end. It cost him a great deal.
33,1,1,2,33010102," As for Kumoinokari, she feared that if the rumors her father had brought were true, then this indifference was not feigned; and so even as they turned from each other they went on thinking about each other."
33,1,1,3,33010103,"    Calm and resolute on the surface, To~ no Chu~jo~ suspected that he was no longer in control of his daughter's affairs. If on the assumption that the reports about Prince Nakatsukasa's daughter were true he were to begin thinking of other arrangements for Kumoinokari, the man to whom he turned would hardly feel flattered, nor was To~ no Chu~jo~'s own dignity likely to emerge unimpaired. There would be talk and there might be incidents. Well, he had made a mistake, and that fact could not be kept secret. He must surrender and hope to do so with some dignity."
33,1,1,4,33010104,"    But he must wait for the proper occasion. He could not step forth and make a great show of welcoming Yu~giri as his own. That would be too utterly ridiculous. The time would come, however. A surface calm hid these tensions.
    The anniversary of Princess Omiya's death fell on the twentieth of the Third Month. To~ no Chu~jo~ attended memorial services at the Gokurakuji Temple, south of the city."
33,1,2,1,33010201," All of his sons were with him, a very grand entourage indeed. As handsome as any of them, Yu~giri was also of the party."
33,1,2,2,33010202," Though he had avoided To~ no Chu~jo~ since the days when the latter had treated him so badly, he had not let the smallest sign of his resentment show. To~ no Chu~jo~ was increasingly aware of it all the same.
    Genji too commissioned memorial services, and Yu~giri solemnly busied himself with services of his own."
33,1,2,3,33010203,"    As they returned from the Gokurakuji in the evening, cherry petals were drifting through the spring haze. In a reminiscent mood, To~ no Chu~jo~ intoned lines from the anthologies. Yu~giri was no less moved by the beauty of the evening. It looked like rain, someone said. Yu~giri did not seem to hear.
    To~ no Chu~jo~ (one may imagine that it was with some apprehension) tugged at his sleeve."
33,1,2,4,33010204,"    ""Why are you angry with me? Might this not be the occasion to forgive me, whatever I may have done? I think I have a right myself to complain, that you should have cast me aside in my declining years."""
33,1,2,5,33010205,
33,1,2,6,33010206,"    ""Grandmother's last instructions,""  said Yu~giri, very politely, ""were that I look to you for advice and support. But you have not seemed to welcome my presence."""
