"Volume","Chapter","Paragraph","Line","LineId","Text"
"48","1","1","1","48010101","「日の光<RUBY><RB>林藪</RB><RP>（</RP><RT>やぶ</RT><RP>）</RP></RUBY>しわかねばいそのかみ<RUBY><RB>古</RB><RP>（</RP><RT>ふ</RT><RP>）</RP></RUBY>りにし里も花は咲きけり」と言われる春であったから、山荘のほとりのにおいやかになった光を見ても、宇治の中の君は、どうして自分は今まで生きていられたのであろうと、現在を夢のようにばかり思われた。<BR>"
"48","1","1","2","48010102","四季時々の花の色も鳥の声も、明け暮れ共に見、共に聞き、それによって歌を作りかわすことをし、人生の心細さも苦しさも話し合うことで慰めを得ていた。それ以外に何の楽しみが自分にあったであろう、美しいとすることも、身にしむことも語って自身の感情を解してくれる姉君を、そのかたわらから死に奪われた人であったから、暗い気持ちをどうすることもできず、父宮のお<RUBY><RB>亡</RB><RP>（</RP><RT>かく</RT><RP>）</RP></RUBY>れになった時の悲しみにややまさった悲しさ恋しさに、日のたつのも悟らぬほど歎き続けているが、命数には定まったものがあって、死にたくても死なれぬのも人生の悲哀の一つであると見られた。<BR>"
"48","1","1","3","48010103","　<RUBY><RB>御寺</RB><RP>（</RP><RT>みてら</RT><RP>）</RP></RUBY>の<RUBY><RB>阿闍梨</RB><RP>（</RP><RT>あじゃり</RT><RP>）</RP></RUBY>の所から、<BR>"
"48","1","1","4","48010104","年が変わりましてのちどんな御様子でおいでになりますか。<RUBY><RB>御仏</RB><RP>（</RP><RT>みほとけ</RT><RP>）</RP></RUBY>へのお祈りは始終いたしております。今になりましてはあなた様お一方のために幸福であれと念じ続けるばかりです。<BR>"
"48","1","1","5","48010105","　などという手紙を添え、<RUBY><RB>蕨</RB><RP>（</RP><RT>わらび</RT><RP>）</RP></RUBY>や<RUBY><RB>土筆</RB><RP>（</RP><RT>つくし</RT><RP>）</RP></RUBY>を風流な<RUBY><RB>籠</RB><RP>（</RP><RT>かご</RT><RP>）</RP></RUBY>に入れ、その説明としては、<BR>これは童子どもが山に捜して御仏にささげたものです、初物です。<BR>とも書かれてあった。悪筆で次の歌などは<RUBY><RB>大形</RB><RP>（</RP><RT>おおぎょう</RT><RP>）</RP></RUBY>に一字ずつ離して書いてある。<BR>"
"48","1","1","6","48010106","君にとてあまたの年をつみしかば<BR>常を忘れぬ初蕨なり<BR>"
"48","1","1","7","48010107","<RUBY><RB>女王</RB><RP>（</RP><RT>にょおう</RT><RP>）</RP></RUBY>様に読んでお聞かせ申してください。<BR>"
"48","1","1","8","48010108","　と女房あてにしてあった。<BR>"
"48","1","2","1","48010201","一所懸命に考え出した歌であろうと想像されて、つたない中に言ってある心を身にしむように中の君は思い、筆任せに、それほど深くお思いにならぬことであろうと思われることを、多くの美しい言葉で飾ってお送りになる方の<RUBY><RB>文</RB><RP>（</RP><RT>ふみ</RT><RP>）</RP></RUBY>よりもこのほうに心の引かれる気がして、涙さえこぼれてきたために、返事を自身で書いた。<BR>"
"48","1","2","2","48010202","この春はたれにか見せんなき人の<BR>かたみに摘める峰のさわらび<BR>"
"48","1","2","3","48010203","　使いには<RUBY><RB>纏頭</RB><RP>（</RP><RT>てんとう</RT><RP>）</RP></RUBY>が出された。<BR>"
"48","1","2","4","48010204","　盛りの美しさを備えた人が、いろいろな物思いのために少し<RUBY><RB>面痩</RB><RP>（</RP><RT>おもや</RT><RP>）</RP></RUBY>せのしたのもかえって<RUBY><RB>貴女</RB><RP>（</RP><RT>きじょ</RT><RP>）</RP></RUBY>らしい<RUBY><RB>艶</RB><RP>（</RP><RT>えん</RT><RP>）</RP></RUBY>な趣の添ったように見え、<RUBY><RB>総角</RB><RP>（</RP><RT>あげまき</RT><RP>）</RP></RUBY>の姫君にもよく似ていた。いっしょにいたころはどちらにも特殊な美しさがあって、似ているように見えなかったのであるが、今ではうかとしておれば大姫君であるという錯覚が起こるのを、<BR>"
"48","1","2","5","48010205","<RUBY><RB>遺骸</RB><RP>（</RP><RT>いがい</RT><RP>）</RP></RUBY>だけでも<RUBY><RB>永</RB><RP>（</RP><RT>なが</RT><RP>）</RP></RUBY>くとどめてながめていられるものだったならばと、朝夕に恋しがっていた源中納言の夫人になっておいでになればよかったものを、運命のそれを許さなかったのが惜しい<BR>"
"48","1","2","6","48010206","と思い、女房たちは残念がっていた。<BR>"
"48","1","2","7","48010207","<RUBY><RB>薫</RB><RP>（</RP><RT>かおる</RT><RP>）</RP></RUBY>の家のほうから始終出て来る人があってそちらのこともこちらの様子も双方でよく知っていた。まだ総角の姫君に死別した悲しみに<RUBY><RB>茫然</RB><RP>（</RP><RT>ぼうぜん</RT><RP>）</RP></RUBY>となっていて、涙目の人になっていると中納言のことの言われているのを聞いて中の君は、中納言の姉君に持っていた愛は浅薄なものではなかったと、いっそう今になって身にしむようにその人の恋が思われるのであった。<BR>"
"48","1","2","8","48010208","　<RUBY><RB>兵部卿</RB><RP>（</RP><RT>ひょうぶきょう</RT><RP>）</RP></RUBY>の宮は宇治へお通いになることが近ごろになっていっそう困難になり、不可能にさえなったために、中の君を京へ迎えようと決心をあそばした。<BR>"
"48","1","3","1","48010301","　御所の内宴などがあって騒がしいころを過ごしてから薫は、心一つに納めかねるような<RUBY><RB>愁</RB><RP>（</RP><RT>うれ</RT><RP>）</RP></RUBY>いも、その他のだれに話すことができようと思い、<RUBY><RB>匂宮</RB><RP>（</RP><RT>におうみや</RT><RP>）</RP></RUBY>の御殿をお<RUBY><RB>訪</RB><RP>（</RP><RT>たず</RT><RP>）</RP></RUBY>ねした。<BR>"
"48","1","3","2","48010302","しめやかな早春の夕べの空の見える所に宮は出ておいでになった。十三<RUBY><RB>絃</RB><RP>（</RP><RT>げん</RT><RP>）</RP></RUBY>をお<RUBY><RB>弾</RB><RP>（</RP><RT>ひ</RT><RP>）</RP></RUBY>きになりながら、例のお好きな梅の香を愛してもいられたのである。薫はその梅の花の下の枝を少し折って、手に持ちながらはいって来た。<RUBY><RB>艶</RB><RP>（</RP><RT>えん</RT><RP>）</RP></RUBY>な感じが覚えられることであった。宮はこの早春の夕べにふさわしい客をうれしくお思いになり、<BR>"
"48","1","3","3","48010303","　　折る人のこころに通ふ花なれや<BR>　　色にはいでず下ににほへる<BR>"
"48","1","3","4","48010304","　とお言いになると、<BR>"
"48","1","3","5","48010305","　「見る人にかごと寄せける花の枝を<BR>　　心してこそ折るべかりけれ<BR>"
"48","1","3","6","48010306","　私が困ります」<BR>"
"48","1","3","7","48010307","　薫も<RUBY><RB>冗談</RB><RP>（</RP><RT>じょうだん</RT><RP>）</RP></RUBY>にしてこんなことを申し上げた。並べて見るに最もよく似合った若い貴人と見えた。<BR>"
"48","1","3","8","48010308","しんみりとした話になっていって、どうしているかと宇治のことをまず宮はお聞きになった。薫も恋人に死なれた悲しみを言い、初めから今までのその人に関する物思いの連続を、そのおりあのおりと、身にしむようにも、美しくも泣きながら、笑いながらというように話し出したのを、聞いておいでになって、繊細な感情に富んでおいでになり、涙もろい癖の宮は、他人のことながらも、<RUBY><RB>袖</RB><RP>（</RP><RT>そで</RT><RP>）</RP></RUBY>を絞るほどの涙をお流しになって、熱心な受け答えをあそばされるのであった。<BR>"
"48","1","4","1","48010401","天もまた哀愁の人に同情するかのように、空を<RUBY><RB>霞</RB><RP>（</RP><RT>かすみ</RT><RP>）</RP></RUBY>がぼんやりこめて、夜になってからは<RUBY><RB>烈</RB><RP>（</RP><RT>はげ</RT><RP>）</RP></RUBY>しく風も吹き出し、まだ冬らしい寒さが寄ってきて<RUBY><RB>灯</RB><RP>（</RP><RT>ひ</RT><RP>）</RP></RUBY>も消えた。「春の夜の<RUBY><RB>闇</RB><RP>（</RP><RT>やみ</RT><RP>）</RP></RUBY>はあやなし」というようなたよりなさではあったが、話す人、聞く人もそれを<RUBY><RB>障</RB><RP>（</RP><RT>さわ</RT><RP>）</RP></RUBY>りにしてそのままにやむ話ではなかった。どんなに語っても中納言は心の晴れることを覚えないままで深更になった。<BR>"
"48","1","4","2","48010402","世の中にまたたぐいもないような精神的愛に止まったという薫の話を、必ずしも終わりまでそうではなかったであろうと宮のお思いになるのも、御自身から割り出してお考えになるからであろう。そうではあるが他の点では御想像が<RUBY><RB>穎敏</RB><RP>（</RP><RT>えいびん</RT><RP>）</RP></RUBY>で、薫の気持ちをよく理解され、悲しみも慰めるに足るほどな言葉をお出しになった。一つは御容姿のお美しさが心をよく<RUBY><RB>賺</RB><RP>（</RP><RT>すか</RT><RP>）</RP></RUBY>して、結ぼれの解けぬ歎きを少しずつ語っていかれるのは非常に気の楽になることのように薫に思われたのである。<BR>"
"48","1","4","3","48010403","　宮も近日に中の君を京へお迎えになろうとすることで中納言へ御相談をあそばされると、<BR>"
"48","1","4","4","48010404","「非常にけっこうなことでございます。あのままになりましては私の責任になりますことと苦しく思っておりました。昔の人の<RUBY><RB>名残</RB><RP>（</RP><RT>なごり</RT><RP>）</RP></RUBY>の家も、あの女王があなた様のものであれば、今では私のお<RUBY><RB>訪</RB><RP>（</RP><RT>たず</RT><RP>）</RP></RUBY>ねして行く名目に困っていたのでした。しかしただのお世話は十分に私がせねばならぬ方だと思っていますが、そのことで御感情を害するようなことはないでしょうか」<BR>"
"48","1","4","5","48010405","　と薫は言い、なお故人が以前に、自分と同じものと思えと言い、中の君と自分の結婚を望んだことも少しお話ししたが、あの中の君と<RUBY><RB>兄妹</RB><RP>（</RP><RT>きょうだい</RT><RP>）</RP></RUBY>のような心で語っていた寝室の一夜のことには触れなかった。心の中では、こんなにも悲しまれる日の心の慰めとして妻に得ておくべきであって、宮がなされようとするがごとく京へその人を迎えることもできたのであったと、残念な気持ちがようやく深くなっていくのである。今はもう思っても何の<RUBY><RB>効</RB><RP>（</RP><RT>かい</RT><RP>）</RP></RUBY>もないことを、しかも始終それを思いつめておれば、なしてならぬことをなしたい心も出てくるであろう、それは宮の御ため、中の君、自分のためにも人笑われなことに違いないとこうこの人は反省した。それにしても中の君が京へ移ることになっての<RUBY><RB>仕度</RB><RP>（</RP><RT>したく</RT><RP>）</RP></RUBY>その他について、自分のほかにだれも力になる人はないのであると薫は思い、手もとでいろいろな品の新調などをさせていた。<BR>"
