"Volume","Chapter","Paragraph","Line","LineId","Text"
"22","1","1","1","22010101","　年月はどんなにたっても、源氏は死んだ夕顔のことを少しも忘れずにいた。個性の違った恋人を幾人も得た人生の行路に、その人がいたならばと遺憾に思われることが多かった。<BR>"
"22","1","1","2","22010102","　右近は何でもない平凡な女であるが、源氏は夕顔の形見と思って庇護するところがあったから、今日では古い女房の一人になって重んぜられもしていた。<RUBY><RB>須磨</RB><RP>（</RP><RT>すま</RT><RP>）</RP></RUBY>へ源氏の行く時に夫人のほうへ女房を皆移してしまったから、今では紫夫人の侍女になっているのである。善良なおとなしい女房と夫人も認めて愛していたが、右近の心の中では、<BR>"
"22","1","1","3","22010103","　夕顔夫人が生きていたなら、<RUBY><RB>明石</RB><RP>（</RP><RT>あかし</RT><RP>）</RP></RUBY>夫人が愛されているほどには源氏から思われておいでになるであろう、たいした恋でもなかった女性たちさえ、余さず将来の保証をつけておいでになるような情け深い源氏であるから、紫夫人などの列にははいらないでも、六条院へのわたましの夫人の中にはおいでになるはずである<BR>"
"22","1","1","4","22010104","　といつも悲しんでいた。<BR>"
"22","1","1","5","22010105","　西の京へ別居させてあった姫君がどうなったかも右近は知らずにいた。夕顔の死が告げてやりにくい心弱さと、今になって相手の自分であったことは知らせないようにと源氏から言われたことでの遠慮とが、右近のほうから尋ね出すことをさせなかった。そのうちに、<RUBY><RB>乳母</RB><RP>（</RP><RT>めのと</RT><RP>）</RP></RUBY>の<RUBY><RB>良人</RB><RP>（</RP><RT>おっと</RT><RP>）</RP></RUBY>が九州の<RUBY><RB>少弐</RB><RP>（</RP><RT>しょうに</RT><RP>）</RP></RUBY>に任ぜられたので、一家は九州へ下った。姫君の四つになる年のことである。<BR>"
"22","1","2","1","22010201","　乳母たちは母君の行くえを知ろうといろいろの神仏に願を立て、夜昼泣いて恋しがっていたが何のかいもなかった。<BR>"
"22","1","2","2","22010202","　しかたがない、姫君だけでも夫人の形見に育てていたい、卑しい自分らといっしょに遠国へおつれすることを悲しんでいると父君のほうへほのめかしたい<BR>"
"22","1","2","3","22010203","　とも思ったが、よいつてはなかった。<BR>"
"22","1","2","4","22010204","　その上母君の所在を自分らが知らずにいては、問われた場合に<RUBY><RB>返辞</RB><RP>（</RP><RT>へんじ</RT><RP>）</RP></RUBY>のしようもない。<BR>"
"22","1","2","5","22010205","　よく<RUBY><RB>馴染</RB><RP>（</RP><RT>なじ</RT><RP>）</RP></RUBY>んでおいでにならない姫君を、父君へ渡して立って行くのも、自分らの気がかり千万なことであろうし、<BR>"
"22","1","2","6","22010206","　話をお聞きになった以上は、いっしょにつれて行ってもよいと父君が許されるはずがない<BR>"
"22","1","2","7","22010207","　などと言い出す者もあって、美しくて、すでにもう高貴な相の備わっている姫君を、普通の旅役人の船に乗せて立って行く時、その人々は非常に悲しがった。<BR>"
"22","1","2","8","22010208","　幼い姫君も母君を忘れずに、<BR>"
"22","1","2","9","22010209","　「お母様の所へ行くの」<BR>"
"22","1","2","10","22010210","　と時々尋ねることが人々の心をより切なくした。涙の絶え間もないほど夕顔夫人を恋しがって娘たちの泣くのを、「船の旅は縁起を祝って行かなければならないのだから」とも親たちは<RUBY><RB>小言</RB><RP>（</RP><RT>こごと</RT><RP>）</RP></RUBY>を言った。<BR>"
"22","1","2","11","22010211","　美しい名所名所を見物する時、<BR>"
"22","1","2","12","22010212","　「若々しいお気持ちの方で、お喜びになるでしょうから、こんな<RUBY><RB>景色</RB><RP>（</RP><RT>けしき</RT><RP>）</RP></RUBY>をお目にかけたい。<BR>"
"22","1","2","13","22010213","けれども奥様がおいでになったら私たちは旅に出てないわけですね」<BR>"
"22","1","2","14","22010214","　こんなことを言って、京ばかりの思われるこの人たちの目には帰って行く波もうらやましかった。心細くなっている時に、<RUBY><RB>船夫</RB><RP>（</RP><RT>かこ</RT><RP>）</RP></RUBY>たちは荒々しい声で<BR>"
"22","1","2","15","22010215","　「悲しいものだ、遠くへ来てしまった」<BR>"
"22","1","2","16","22010216","　という意味の<RUBY><RB>唄</RB><RP>（</RP><RT>うた</RT><RP>）</RP></RUBY>を唄う声が聞こえてきて、<RUBY><RB>姉妹</RB><RP>（</RP><RT>きょうだい</RT><RP>）</RP></RUBY>は向かい合って泣いた。<BR>"
"22","1","2","17","22010217","　　船人もたれを恋ふるや大島の<BR>　　うら悲しくも声の聞こゆる<BR>"
