"Volume","Chapter","Paragraph","Line","LineId","Text"
"25","1","1","1","25010101","　今はかく重々しきほどに、よろづのどやかに思ししづめたる御ありさまなれば、頼みきこえさせたまへる人びと、さまざまにつけて、皆思ふさまに定まり、ただよはしからで、あらまほしくて過ぐしたまふ。"
"25","1","1","2","25010102","　対の姫君こそ、いとほしく、思ひのほかなる思ひ添ひて、いかにせむと思し乱るめれ。かの監が憂かりしさまには、なずらふべきけはひならねど、かかる筋に、かけても人の思ひ寄りきこゆべきことならねば、心ひとつに思しつつ、「様ことに疎まし」と思ひきこえたまふ。"
"25","1","1","3","25010103","　何ごとをも思し知りにたる御齢なれば、とざまかうざまに思し集めつつ、母君のおはせずなりにける口惜しさも、またとりかへし惜しく悲しくおぼゆ。"
"25","1","1","4","25010104","　大臣も、うち出でそめたまひては、なかなか苦しく思せど、人目を憚りたまひつつ、はかなきことをもえ聞こえたまはず、苦しくも思さるるままに、しげく渡りたまひつつ、御前の人遠く、のどやかなる折は、ただならずけしきばみきこえたまふごとに、胸つぶれつつ、けざやかにはしたなく聞こゆべきにはあらねば、ただ見知らぬさまにもてなしきこえたまふ。"
"25","1","1","5","25010105","　人ざまのわららかに、気近くものしたまへば、いたくまめだち、心したまへど、なほをかしく愛敬づきたるけはひのみ見えたまへり。"
"25","1","2","1","25010201","　兵部卿宮などは、まめやかにせめきこえたまふ。御労のほどはいくばくならぬに、五月雨になりぬる愁へをしたまひて、"
"25","1","2","2","25010202","　「すこし気近きほどをだに許したまはば、思ふことをも、片端はるけてしがな」"
"25","1","2","3","25010203","　と、聞こえたまへるを、殿御覧じて、"
"25","1","2","4","25010204","　「なにかは。この君達の好きたまはむは、見所ありなむかし。もて離れてな聞こえたまひそ。御返り、時々聞こえたまへ」"
"25","1","2","5","25010205","　とて、教へて書かせたてまつりたまへど、いとどうたておぼえたまへば、「乱り心地悪し」とて、聞こえたまはず。"
"25","1","2","6","25010206","　人びとも、ことにやむごとなく寄せ重きなども、をさをさなし。ただ、母君の御叔父なりける、宰相ばかりの人の娘にて、心ばせなど口惜しからぬが、世に衰へ残りたるを、尋ねとりたまへる、宰相の君とて、手などもよろしく書き、おほかたも大人びたる人なれば、さるべき折々の御返りなど書かせたまへば、召し出でて、言葉などのたまひて書かせたまふ。"
"25","1","2","7","25010207","　ものなどのたまふさまを、ゆかしと思すなるべし。"
"25","1","2","8","25010208","　正身は、かくうたてあるもの嘆かしさの後は、この宮などは、あはれげに聞こえたまふ時は、すこし見入れたまふ時もありけり。何かと思ふにはあらず、「かく心憂き御けしき見ぬわざもがな」と、さすがにされたるところつきて思しけり。"
"25","1","2","9","25010209","　殿は、あいなくおのれ心懸想して、宮を待ちきこえたまふも知りたまはで、よろしき御返りのあるをめづらしがりて、いと忍びやかにおはしましたり。"
"25","1","2","10","25010210","　妻戸の間に御茵参らせて、御几帳ばかりを隔てにて、近きほどなり。"
"25","1","2","11","25010211","　いといたう心して、空薫物心にくきほどに匂はして、つくろひおはするさま、親にはあらで、むつかしきさかしら人の、さすがにあはれに見えたまふ。宰相の君なども、人の御いらへ聞こえむこともおぼえず、恥づかしくてゐたるを、「埋もれたり」と、ひきつみたまへば、いとわりなし。"
"25","1","3","1","25010301","　夕闇過ぎて、おぼつかなき空のけしきの曇らはしきに、うちしめりたる宮の御けはひも、いと艶なり。うちよりほのめく追風も、いとどしき御匂ひのたち添ひたれば、いと深く薫り満ちて、かねて思ししよりもをかしき御けはひを、心とどめたまひけり。"
"25","1","3","2","25010302","　うち出でて、思ふ心のほどをのたまひ続けたる言の葉、おとなおとなしく、ひたぶるに好き好きしくはあらで、いとけはひことなり。大臣、いとをかしと、ほの聞きおはす。"
"25","1","3","3","25010303","　姫君は、東面に引き入りて大殿籠もりにけるを、宰相の君の御消息伝へに、ゐざり入りたるにつけて、"
"25","1","3","4","25010304","　「いとあまり暑かはしき御もてなしなり。よろづのこと、さまに従ひてこそめやすけれ。ひたぶるに若びたまふべきさまにもあらず。この宮たちをさへ、さし放ちたる人伝てに聞こえたまふまじきことなりかし。御声こそ惜しみたまふとも、すこし気近くだにこそ」"
"25","1","3","5","25010305","　など、諌めきこえたまへど、いとわりなくて、ことづけてもはひ入りたまひぬべき御心ばへなれば、とざまかうざまにわびしければ、すべり出でて、母屋の際なる御几帳のもとに、かたはら臥したまへる。"
"25","1","4","1","25010401","　何くれと言長き御応へ聞こえたまふこともなく、思しやすらふに、寄りたまひて、御几帳の帷子を一重うちかけたまふにあはせて、さと光るもの。紙燭をさし出でたるかとあきれたり。"
"25","1","4","2","25010402","　蛍を薄きかたに、この夕つ方いと多く包みおきて、光をつつみ隠したまへりけるを、さりげなく、とかくひきつくろふやうにて。"
"25","1","4","3","25010403","　にはかにかく掲焉に光れるに、あさましくて、扇をさし隠したまへるかたはら目、いとをかしげなり。"
