"Volume","Chapter","Paragraph","Line","LineId","Text"
"38","1","1","1","38010101","　夏ごろ、蓮の花の盛りに、入道の姫宮の御持仏どもあらはしたまへる、供養ぜさせたまふ。"
"38","1","1","2","38010102","　このたびは、大殿の君の御心ざしにて、御念誦堂の具ども、こまかに調へさせたまへるを、やがてしつらはせたまふ。幡のさまなどなつかしう、心ことなる唐の錦を選び縫はせたまへり。紫の上ぞ、急ぎせさせたまひける。"
"38","1","1","3","38010103","　花机の覆ひなどのをかしき目染もなつかしう、きよらなる匂ひ、染めつけられたる心ばへ、目馴れぬさまなり。夜の御帳の帷を、四面ながら上げて、後ろの方に法華の曼陀羅かけたてまつりて、銀の花瓶に、高くことことしき花の色を調へてたてまつり、名香に、唐の百歩の薫衣香を焚きたまへり。"
"38","1","1","4","38010104","　阿弥陀仏、脇士の菩薩、おのおの白檀して作りたてまつりたる、こまかにうつくしげなり。閼伽の具は、例の、きはやかに小さくて、青き、白き、紫の蓮を調へて、荷葉の方を合はせたる名香、蜜を隠しほほろげて、焚き匂はしたる、一つ薫りに匂ひ合ひて、いとなつかし。"
"38","1","1","5","38010105","　経は、六道の衆生のために六部書かせたまひて、みづからの御持経は、院ぞ御手づから書かせたまひける。これをだに、この世の結縁にて、かたみに導き交はしたまふべき心を、願文に作らせたまへり。"
"38","1","1","6","38010106","　さては、阿弥陀経、唐の紙はもろくて、朝夕の御手慣らしにもいかがとて、紙屋の人を召して、ことに仰せ言賜ひて、心ことにきよらに漉かせたまへるに、この春のころほひより、御心とどめて急ぎ書かせたまへるかひありて、端を見たまふ人びと、目もかかやき惑ひたまふ。"
"38","1","1","7","38010107","　罫かけたる金の筋よりも、墨つきの上にかかやくさまなども、いとなむめづらかなりける。軸、表紙、筥のさまなど、いへばさらなりかし。これはことに沈の花足の机に据ゑて、仏の御同じ帳台の上に飾らせたまへり。"
"38","1","2","1","38010201","　堂飾り果てて、講師参う上り、行道の人びと参り集ひたまへば、院もあなたに出でたまふとて、宮のおはします西の廂にのぞきたまへれば、狭き心地する仮の御しつらひに、所狭く暑げなるまで、ことことしく装束きたる女房、五、六十人ばかり集ひたり。"
"38","1","2","2","38010202","　北の廂の簀子まで、童女などはさまよふ。火取りどもあまたして、煙たきまで扇ぎ散らせば、さし寄りたまひて、"
"38","1","2","3","38010203","　「空に焚くは、いづくの煙ぞと思ひ分かれぬこそよけれ。富士の嶺よりもけに、くゆり満ち出でたるは、本意なきわざなり。講説の折は、おほかたの鳴りを静めて、のどかにものの心も聞き分くべきことなれば、憚りなき衣の音なひ、人のけはひ、静めてなむよかるべき」"
"38","1","2","4","38010204","　など、例の、もの深からぬ若人どもの用意教へたまふ。宮は、人気に圧されたまひて、いと小さくをかしげにて、ひれ臥したまへり。"
