"Volume","Chapter","Paragraph","Line","LineId","Text"
"29","1","1","1","29010101","　かく思しいたらぬことなく、いかでよからむことはと、思し扱ひたまへど、この音無の滝こそ、うたていとほしく、南の上の御推し量りごとにかなひて、軽々しかるべき御名なれ。かの大臣、何ごとにつけても、きはぎはしう、すこしもかたはなるさまのことを、思し忍ばずなどものしたまふ御心ざまを、「さて思ひ隈なく、けざやかなる御もてなしなどのあらむにつけては、をこがましうもや」など、思し返さふ。"
"29","1","1","2","29010102","　その師走に、大原野の行幸とて、世に残る人なく見騒ぐを、六条院よりも、御方々引き出でつつ見たまふ。卯の時に出でたまうて、朱雀より五条の大路を、西ざまに折れたまふ。桂川のもとまで、物見車隙なし。"
"29","1","1","3","29010103","　行幸といへど、かならずかうしもあらぬを、今日は親王たち、上達部も、皆心ことに、御馬鞍をととのへ、随身、馬副の容貌丈だち、装束を飾りたまうつつ、めづらかにをかし。左右大臣、内大臣、納言より下はた、まして残らず仕うまつりたまへり。青色の袍、葡萄染の下襲を、殿上人、五位六位まで着たり。"
"29","1","1","4","29010104","　雪ただいささかづつうち散りて、道の空さへ艶なり。親王たち、上達部なども、鷹にかかづらひたまへるは、めづらしき狩の御よそひどもをまうけたまふ。近衛の鷹飼どもは、まして世に目馴れぬ摺衣を乱れ着つつ、けしきことなり。"
"29","1","1","5","29010105","　めづらしうをかしきことに競ひ出でつつ、その人ともなく、かすかなる足弱き車など、輪を押しひしがれ、あはれげなるもあり。浮橋のもとなどにも、好ましう立ちさまよふよき車多かり。"
"29","1","2","1","29010201","　西の対の姫君も立ち出でたまへり。そこばく挑み尽くしたまへる人の御容貌ありさまを見たまふに、帝の、赤色の御衣たてまつりて、うるはしう動きなき御かたはらめに、なずらひきこゆべき人なし。"
"29","1","2","2","29010202","　わが父大臣を、人知れず目をつけたてまつりたまへど、きらきらしうものきよげに、盛りにはものしたまへど、限りありかし。いと人にすぐれたるただ人と見えて、御輿のうちよりほかに、目移るべくもあらず。"
"29","1","2","3","29010203","　まして、容貌ありや、をかしやなど、若き御達の消えかへり心うつす中少将、何くれの殿上人やうの人は、何にもあらず消えわたれるは、さらに類ひなうおはしますなりけり。源氏の大臣の御顔ざまは、異ものとも見えたまはぬを、思ひなしの今すこしいつかしう、かたじけなくめでたきなり。"
"29","1","2","4","29010204","　さは、かかる類ひはおはしがたかりけり。あてなる人は、皆ものきよげにけはひ異なべいものとのみ、大臣、中将などの御にほひに目馴れたまへるを、出で消えどものかたはなるにやあらむ、同じ目鼻とも見えず、口惜しうぞ圧されたるや。"
"29","1","2","5","29010205","　兵部卿宮もおはす。右大将の、さばかり重りかによしめくも、今日のよそひいとなまめきて、やなぐひなど負ひて、仕うまつりたまへり。色黒く鬚がちに見えて、いと心づきなし。いかでかは、女のつくろひたてたる顔の色あひには似たらむ。いとわりなきことを、若き御心地には、見おとしたまうてけり。"
