"Volume","Chapter","Paragraph","Line","LineId","Text"
"40","1","1","1","40010101","　紫の上、いたうわづらひたまひし御心地の後、いと篤しくなりたまひて、そこはかとなく悩みわたりたまふこと久しくなりぬ。"
"40","1","1","2","40010102","　いとおどろおどろしうはあらねど、年月重なれば、頼もしげなく、いとどあえかになりまさりたまへるを、院の思ほし嘆くこと、限りなし。しばしにても後れきこえたまはむことをば、いみじかるべく思し、みづからの御心地には、この世に飽かぬことなく、うしろめたきほだしだにまじらぬ御身なれば、あながちにかけとどめまほしき御命とも思されぬを、年ごろの御契りかけ離れ、思ひ嘆かせたてまつらむことのみぞ、人知れぬ御心のうちにも、ものあはれに思されける。後の世のためにと、尊きことどもを多くせさせたまひつつ、「いかでなほ本意あるさまになりて、しばしもかかづらはむ命のほどは、行ひを紛れなく」と、たゆみなく思しのたまへど、さらに許しきこえたまはず。"
"40","1","1","3","40010103","　さるは、わが御心にも、しか思しそめたる筋なれば、かくねむごろに思ひたまへるついでにもよほされて、同じ道にも入りなむと思せど、一度、家を出でたまひなば、仮にもこの世を顧みむとは思しおきてず、後の世には、同じ蓮の座をも分けむと、契り交はしきこえたまひて、頼みをかけたまふ御仲なれど、ここながら勤めたまはむほどは、同じ山なりとも、峰を隔てて、あひ見たてまつらぬ住み処にかけ離れなむことをのみ思しまうけたるに、かくいと頼もしげなきさまに悩み篤いたまへば、いと心苦しき御ありさまを、今はと行き離れむきざみには捨てがたく、なかなか、山水の住み処濁りぬべく、思しとどこほるほどに、ただうちあさへたる、思ひのままの道心起こす人びとには、こよなう後れたまひぬべかめり。"
"40","1","1","4","40010104","　御許しなくて、心一つに思し立たむも、さま悪しく本意なきやうなれば、このことによりてぞ、女君は、恨めしく思ひきこえたまひける。わが御身をも、罪軽かるまじきにやと、うしろめたく思されけり。"
"40","1","2","1","40010201","　年ごろ、私の御願にて書かせたてまつりたまひける『法華経』千部、いそぎて供養じたまふ。わが御殿と思す二条院にてぞしたまひける。七僧の法服など、品々賜はす。物の色、縫ひ目よりはじめて、きよらなること、限りなし。おほかた何ごとも、いといかめしきわざどもをせられたり。"
"40","1","2","2","40010202","　ことことしきさまにも聞こえたまはざりければ、詳しきことどもも知らせたまはざりけるに、女の御おきてにてはいたり深く、仏の道にさへ通ひたまひける御心のほどなどを、院はいと限りなしと見たてまつりたまひて、ただおほかたの御しつらひ、何かのことばかりをなむ、営ませたまひける。楽人、舞人などのことは、大将の君、取り分きて仕うまつりたまふ。"
"40","1","2","3","40010203","　内裏、春宮、后の宮たちをはじめたてまつりて、御方々、ここかしこに御誦経、捧物などばかりのことをうちしたまふだに所狭きに、まして、そのころ、この御いそぎを仕うまつらぬ所なければ、いとこちたきことどもあり。「いつのほどに、いとかくいろいろ思しまうけけむ。げに、石上の世々経たる御願にや」とぞ見えたる。"
"40","1","2","4","40010204","　花散里と聞こえし御方、明石なども渡りたまへり。南東の戸を開けておはします。寝殿の西の塗籠なりけり。北の廂に、方々の御局どもは、障子ばかりを隔てつつしたり。"
"40","1","3","1","40010301","　三月の十日なれば、花盛りにて、空のけしきなども、うららかにものおもしろく、仏のおはすなる所のありさま、遠からず思ひやられて、ことなり。深き心もなき人さへ、罪を失ひつべし。薪こる讃嘆の声も、そこら集ひたる響き、おどろおどろしきを、うち休みて静まりたるほどだにあはれに思さるるを、まして、このころとなりては、何ごとにつけても、心細くのみ思し知る。明石の御方に、三の宮して、聞こえたまへる。"
"40","1","3","2","40010302","　「惜しからぬこの身ながらもかぎりとて<BR>　　薪尽きなむことの悲しさ」"
