"Volume","Chapter","Paragraph","Line","LineId","Text"
"36","1","1","1","36010101","&nbsp;&nbsp;Wemon-no-Kamnokimi&#44; kaku nomi nayami watari tamahu koto&#44; naho okotara de&#44; tosi mo kaheri nu. Otodo&#44; Kitanokata&#44; obosi nageku sama wo mi tatematuru ni&#44;"
"36","1","1","2","36010102","&nbsp;&nbsp;&#34;Sihite kakehanare na m inoti&#44; kahinaku&#44; tumi omokaru beki koto wo omohu&#44; kokoro ha kokoro to si te&#44; mata&#44; anagati ni kono yo ni hanare gataku&#44; wosimi todome mahosiki mi kaha! Ihakenakari si hodo yori&#44; omohu kokoro koto nite&#44; nanigoto wo mo&#44; hito ni ima hitokiha masara m to&#44; ohoyake watakusi no koto ni hure te&#44; nanome nara zu omohi nobori sika do&#44; sono kokoro kanahi gatakari keri.&#34;"
"36","1","1","3","36010103","&nbsp;&nbsp;to&#44; hitotu hutatu no husi goto ni&#44; mi wo omohi otosi te si konata&#44; nabete no yononaka susamaziu omohi nari te&#44; notinoyo no okonahi ni ho'i hukaku susumi ni si wo&#44; oya-tati no ohom-urami wo omohi te&#44; noyama ni mo akugare m miti no omoki hodasi naru beku oboye sika ba&#44; tozamakauzama ni magirahasi tutu sugusi turu wo&#44; tuhini&#44;"
"36","1","1","4","36010104","&nbsp;&nbsp;&#34;Naho&#44; yo ni tatimahu beku mo oboye nu monoomohi no&#44; hitokata nara zu mi ni sohi ni taru ha&#44; ware yori hoka ni tare kaha turaki&#44; kokorodukara mote-sokonahi turu ni koso a' mere.&#34;"
"36","1","1","5","36010105","&nbsp;&nbsp;to omohu ni&#44; uramu beki hito mo nasi."
"36","1","1","6","36010106","&nbsp;&nbsp;&#34;Kami&#44; Hotoke wo mo kakota m kata naki ha&#44; kore mina sarubeki ni koso ha ara me. Tare mo titose no matu nara nu yo ha&#44; tuhini tomaru beki ni mo ara nu wo&#44; kaku&#44; hito ni mo&#44; sukosi uti-sinoba re nu beki hodo nite&#44; nage no ahare wo mo kake tamahu hito ara m wo koso ha&#44; hitotu omohi ni moye nuru sirusi ni ha se me."
"36","1","1","7","36010107","&nbsp;&nbsp;Semete nagarahe ba&#44; onodukara arumaziki na wo mo tati&#44; ware mo hito mo&#44; yasukara nu midare idekuru yau mo ara m yori ha&#44; namesi to&#44; kokorooi tamahu ram atari ni mo&#44; saritomo obosi yurui te m kasi. Yorodu no koto&#44; imaha no todime ni ha&#44; mina kiye nu beki waza nari. Mata&#44; kotozama no ayamati si nakere ba&#44; tosigoro mono no worihusi goto ni ha&#44; matuhasi narahi tamahi ni si kata no ahare mo ideki na m.&#34;"
"36","1","1","8","36010108","&nbsp;&nbsp;nado&#44; turedure ni omohi tudukuru mo&#44; uti-kahesi&#44; ito adikinasi."
"36","1","2","1","36010201","&nbsp;&nbsp;&#34;Nado kaku&#44; hodo mo naku si nasi turu mi nara m?&#34; to&#44; kakikurasi omohi midare te&#44; makura mo uki nu bakari&#44; hitoyarinarazu nagasi sohe tutu&#44; isasaka hima ari tote&#44; hitobito tatisari tamahe ru hodo ni&#44; kasiko ni ohom-humi tatemature tamahu."
"36","1","2","2","36010202","&nbsp;&nbsp;&#34;Ima ha kagiri ni nari nite haberu arisama ha&#44; onodukara kikosimesu yau mo habera m wo&#44; ikaga nari nuru to dani&#44; ohom-mimi todome sase tamaha nu mo&#44; kotowari nare do&#44; ito uku mo haberu kana!&#34;"
"36","1","2","3","36010203","&nbsp;&nbsp;nado kikoyuru ni&#44; imiziu wananake ba&#44; omohu koto mo mina kiki sasi te&#44;"
"36","1","2","4","36010204","&nbsp;&nbsp;&nbsp;&nbsp;&#34;Ima ha tote moye m keburi mo musubohore<BR>&nbsp;&nbsp;&nbsp;&nbsp;taye nu omohi no naho ya nokora m"
"36","1","2","5","36010205","&nbsp;&nbsp;Ahare to dani notamahase yo. Kokoro nodome te&#44; hitoyari nara nu yami ni madoha m miti no hikari ni mo si habera m.&#34;"
"36","1","2","6","36010206","&nbsp;&nbsp;to kikoye tamahu."
"36","1","2","7","36010207","&nbsp;&nbsp;Ziziu ni mo&#44; korizuma ni&#44; ahare naru koto-domo wo ihi okose tamahe ri."
"36","1","2","8","36010208","&nbsp;&nbsp;&#34;Midukara mo&#44; ima hito-tabi ihu beki koto nam.&#34;"
"36","1","2","9","36010209","&nbsp;&nbsp;to notamahe re ba&#44; kono hito mo&#44; waraha yori&#44; saru tayori ni mawiri kayohi tutu&#44; mi tatematuri nare taru hito nare ba&#44; ohokenaki kokoro koso utate oboye tamahi ture&#44; ima ha to kiku ha&#44; ito kanasiu te&#44; naku naku&#44;"
"36","1","2","10","36010210","&nbsp;&nbsp;&#34;Naho&#44; kono ohom-kaheri. Makoto ni kore wo todime ni mo koso habere.&#34;"
"36","1","2","11","36010211","&nbsp;&nbsp;to kikoyure ba&#44;"
"36","1","2","12","36010212","&nbsp;&nbsp;&#34;Ware mo&#44; kehu ka asu ka no kokoti si te&#44; mono-kokorobosokere ba&#44; ohokata no ahare bakari ha omohi sira rure do&#44; ito kokorouki koto to omohi kori ni sika ba&#44; imiziu nam tutumasiki.&#34;"
"36","1","2","13","36010213","&nbsp;&nbsp;tote&#44; sarani kai tamaha zu."
"36","1","2","14","36010214","&nbsp;&nbsp;Mi-kokoro honzyau no&#44; tuyoku dusiyaka naru ni ha ara ne do&#44; hadukasige naru hito no mi-kesiki no&#44; woriwori ni maho nara nu ga&#44; ito osorosiu wabisiki naru besi. Saredo&#44; ohom-suzuri nado makanahi te seme kikoyure ba&#44; sibusibu ni kai tamahu. Tori te&#44; sinobi te yohi no magire ni&#44; kasiko ni mawiri nu."
"36","1","3","1","36010301","&nbsp;&nbsp;Otodo&#44; kasikoki okonahibito&#44; Kadurakiyama yori sauzi ide taru&#44; matiuke tamahi te&#44; kadi mawira se m to sitamahu. Mi-suhohu&#44; dokyau nado mo&#44; ito odoroodorosiu sawagi tari. Hito no mausu mama ni&#44; samazama hiziri-datu genza nado no&#44; wosawosa yo ni mo kikoye zu&#44; hukaki yama ni komori taru nado wo mo&#44; otouto no Kimi-tati wo tukahasi tutu&#44; tadune mesu ni&#44; kenikuku kokorodukinaki yamabusi-domo nado mo&#44; ito ohoku mawiru. Wadurahi tamahu sama no&#44; sokohakatonaku mono wo kokorobosoku omohi te&#44; ne wo nomi&#44; tokidoki naki tamahu."
"36","1","3","2","36010302","&nbsp;&nbsp;Omyauzi nado mo&#44; ohoku ha womna no ryau to nomi uranahi mausi kere ba&#44; saru koto mo ya to obose do&#44; sarani mononoke no arahare ide kuru mo naki ni&#44; omohosi wadurahi te&#44; kakaru kumaguma wo mo tadune tamahu nari keri."
"36","1","3","3","36010303","&nbsp;&nbsp;Kono hiziri mo&#44; take takayaka ni&#44; mabusi tubetamasiku te&#44; araraka ni odoroodorosiku darani yomu wo&#44;"
"36","1","3","4","36010304","&nbsp;&nbsp;&#34;Ide&#44; ana niku ya! Tumi no hukaki mi ni ya ara m&#44; darani no kowe takaki ha&#44; ito ke-osorosiku te&#44; iyoiyo sinu beku koso oboyure.&#34;"
"36","1","3","5","36010305","&nbsp;&nbsp;tote&#44; yawora suberi ide te&#44; kono Zizyuu to katarahi tamahu."
"36","1","3","6","36010306","&nbsp;&nbsp;Otodo ha&#44; samo siri tamaha zu&#44; uti-yasumi taru to&#44; hitobito site mausa se tamahe ba&#44; sa obosi te&#44; sinobiyaka ni kono Hiziri to monogatari si tamahu. Otonabi tamahe re do&#44; naho hanayagi taru tokoro tuki te&#44; mono-warahi si tamahu Otodo no&#44; kakaru mono-domo to mukahi wi te&#44; kono wadurahi some tamahi si arisama&#44; nani to mo naku uti-tayumi tutu&#44; omori tamahe ru koto&#44;"
"36","1","3","7","36010307","&nbsp;&nbsp;&#34;Makoto ni&#44; kono mononoke&#44; araharu beu nenzi tamahe.&#34;"
"36","1","3","8","36010308","&nbsp;&nbsp;nado&#44; komayaka ni katarahi tamahu mo&#44; ito ahare nari."
"36","1","3","9","36010309","&nbsp;&nbsp;&#34;Kare kiki tamahe. Nani no tumi to mo obosi yora nu ni&#44; uranahi yori kem womna no ryau koso&#44; makoto ni saru ohom-sihu no mi ni sohi taru nara ba&#44; itohasiki mi wo hikikahe&#44; yamgotonaku koso nari nu bekere."
"36","1","3","10","36010310","&nbsp;&nbsp;Sate mo ohokenaki kokoro ari te&#44; sarumaziki ayamati wo hikiide te&#44; hito no ohom-na wo mo tate&#44; mi wo mo kaherimi nu taguhi&#44; mukasi no yo ni mo naku yaha ari keru&#44; to omohi nahosu ni&#44; naho kehahi wadurahasiu&#44; kano mi-kokoro ni&#44; kakaru toga wo sira re tatematuri te&#44; yo ni nagarahe m koto mo&#44; ito mabayuku oboyuru ha&#44; geni koto naru ohom-hikari naru besi."
"36","1","3","11","36010311","&nbsp;&nbsp;Hukaki ayamati mo naki ni&#44; mi ahase tatematuri si yuhube no hodo yori&#44; yagate kaki-midari&#44; madohi some ni si tamasihi no&#44; mi ni mo kahera zu nari ni si wo&#44; kano Win no uti ni akugare arika ba&#44; musubi todome tamahe yo.&#34;"
"36","1","3","12","36010312","&nbsp;&nbsp;nado&#44; ito yowage ni&#44; kara no yau naru sama si te&#44; nakimi warahimi katarahi tamahu."
"36","1","4","1","36010401","&nbsp;&nbsp;Miya mo mono wo nomi hadukasiu tutumasi to obosi taru sama wo kataru. Sate uti-simeri&#44; omoyase tamahe ra m ohom-sama no&#44; omokage ni mi tatematuru kokoti si te&#44; omohiyara re tamahe ba&#44; geni akugaru ram tama ya&#44; yukikayohu ram nado&#44; itodosiki kokoti mo midarure ba&#44;"
"36","1","4","2","36010402","&nbsp;&nbsp;&#34;Imasara ni&#44; kono ohom-koto yo&#44; kakete mo kikoye zi. Konoyo ha kau hakanaku te sugi nuru wo&#44; nagaki yo no hodasi ni mo koso to omohu nam&#44; itohosiki. Kokorogurusiki ohom-koto wo&#44; tahiraka ni to dani ikade kikioi tatematura m. Mi si yume wo kokoro hitotu ni omohi ahase te&#44; mata kataru hito mo naki ga&#44; imiziu ibuseku mo aru kana!&#34;"
"36","1","4","3","36010403","&nbsp;&nbsp;nado&#44; toriatume omohisimi tamahe ru sama no hukaki wo&#44; katu ha ito utate osorosiu omohe do&#44; ahare hata&#44; e sinoba zu&#44; kono hito mo imiziu naku."
