"Volume","Chapter","Paragraph","Line","LineId","Text"
"52","1","1","1","52010101","&nbsp;&nbsp;Kasiko ni ha&#44; hitobito&#44; ohase nu wo motome sawage do&#44; kahinasi. Monogatari no himegimi no&#44; hito ni nusuma re tara m asita no yau nare ba&#44; kuhasiku mo ihi tuduke zu. Kyau yori&#44; arisi tukahi no kahera zu nari ni sika ba&#44; obotukanasi tote&#44; mata hito okose tari."
"52","1","1","2","52010102","&nbsp;&nbsp;&#34;Mada&#44; tori no naku ni nam&#44; idasi tate sase tamahe ru.&#34;"
"52","1","1","3","52010103","&nbsp;&nbsp;to tukahi no ihu ni&#44; ikani kikoye m to&#44; Menoto yori hazime te&#44; awate madohu koto kagiri nasi. Omohiyaru kata naku te&#44; tada sawagi ahe ru wo&#44; kano kokorosireru-doti nam&#44; imiziku mono wo omohi tamahe ri si sama wo omohiiduru ni&#44; &#34;Mi wo nage tamahe ru ka?&#34; to ha omohiyori keru."
"52","1","1","4","52010104","&nbsp;&nbsp;Nakunaku kono humi wo ake tare ba&#44;"
"52","1","1","5","52010105","&nbsp;&nbsp;&#34;Ito obotukanasa ni&#44; madoroma re habera nu ke ni ya&#44; koyohi ha yume ni dani utitoke te mo miye zu. Mono ni osoha re tutu&#44; kokoti mo rei nara zu utate haberu wo! Naho ito osorosiku&#44; mono he watara se tamaha m koto ha tikaku nare do&#44; sono hodo&#44; koko ni mukahe tatematuri te m. Kehu ha ame huri haberi nu bekere ba.&#34;"
"52","1","1","6","52010106","&nbsp;&nbsp;nado ari. Yobe no ohom-kaheri wo mo ake te mi te&#44; Ukon imiziu naku."
"52","1","1","7","52010107","&nbsp;&nbsp;&#34;Sarebayo! Kokorobosoki koto ha kikoye tamahi keri. Ware ni&#44; nadoka isasaka notamahu koto no nakari kem? Wosanakari si hodo yori&#44; tuyu kokorooka re tatematuru koto naku&#44; tiri bakari hedate naku te narahi taru ni&#44; ima ha kagiri no miti ni simo&#44; ware wo okurakasi&#44; kesiki wo dani mise tamaha zari keru ga turaki koto.&#34;"
"52","1","1","8","52010108","&nbsp;&nbsp;to omohu ni&#44; asizuri to ihu koto wo si te naku sama&#44; wakaki kodomo no yau nari. Imiziku obosi taru mi-kesiki ha&#44; mi tatematuri watare do&#44; kaketemo&#44; kaku nabete nara zu odoroodorosiki koto&#44; obosiyora m mono to ha miye zari turu hito no mi-kokorozama wo&#44; &#34;Naho&#44; ikani si turu koto ni ka?&#34; to obotukanaku imizi."
"52","1","1","9","52010109","&nbsp;&nbsp;Menoto ha&#44; nakanaka mono mo oboye de&#44; tada&#44; &#34;Ikasama ni se m? Ikasama ni se m?&#34; to zo iha re keru."
"52","1","2","1","52010201","&nbsp;&nbsp;Miya ni mo&#44; ito rei nara nu kesiki ari si ohom-kaheri&#44; &#34;Ikani omohu nara m? Ware wo&#44; sasugani ahi omohi taru sama nagara&#44; ada naru kokoro nari to nomi&#44; hukaku utagahi tare ba&#44; hoka he iki kakure m to ni ya ara m?&#34; to obosi sawagi&#44; ohom-tukahi ari."
"52","1","2","2","52010202","&nbsp;&nbsp;Aru kagiri naki madohu hodo ni ki te&#44; ohom-humi mo e tatematura zu."
"52","1","2","3","52010203","&nbsp;&nbsp;&#34;Ikanaru zo?&#34;"
"52","1","2","4","52010204","&nbsp;&nbsp;to gesu womna ni tohe ba&#44;"
"52","1","2","5","52010205","&nbsp;&nbsp;&#34;Uhe no&#44; koyohi&#44; nihakani use tamahi ni kere ba&#44; mono mo oboye tamaha zu. Tanomosiki hito mo ohasimasa nu wori nare ba&#44; saburahi tamahu hitobito ha&#44; tada mono ni atari te nam madohi tamahu.&#34;"
"52","1","2","6","52010206","&nbsp;&nbsp;to ihu. Kokoro mo hukaku sira nu wonoko nite&#44; kuhasiu toha de mawiri nu."
"52","1","2","7","52010207","&nbsp;&nbsp;&#34;Kaku nam.&#34; to mausa se taru ni&#44; yume to oboye te&#44;"
"52","1","2","8","52010208","&nbsp;&nbsp;&#34;Ito ayasi. Itaku wadurahu to mo kika zu. Higoro&#44; nayamasi to nomi ari sika do&#44; kinohu no kaherigoto ha sarige-mo-naku te&#44; tune yori mo wokasige nari si mono wo.&#34;"
"52","1","2","9","52010209","&nbsp;&nbsp;to&#44; obosiyaru kata nakere ba&#44;"
"52","1","2","10","52010210","&nbsp;&nbsp;&#34;Tokikata&#44; iki te kesiki mi&#44; tasika naru koto tohi kike.&#34;"
"52","1","2","11","52010211","&nbsp;&nbsp;to notamahe ba&#44;"
"52","1","2","12","52010212","&nbsp;&nbsp;&#34;Kano Daisyau-dono&#44; ikanaru koto ka&#44; kiki tamahu koto haberi kem&#44; tonowi suru mono oroka nari&#44; nado imasime ohose raruru tote&#44; simobito no makari iduru wo mo&#44; mitogame tohi haberu nare ba&#44; kotodukuru koto naku te&#44; Tokikata makari tara m wo&#44; mono no kikoye habera ba&#44; obosi ahasuru koto nado ya habera m? Sate&#44; nihakani hito no use tamahe ra m tokoro ha&#44; ronnau sawagasiu&#44; hito sigeku habera m wo.&#34; to kikoyu."
"52","1","2","13","52010213","&nbsp;&nbsp;&#34;Saritote ha&#44; ito obotukanaku te ya ara m? Naho&#44; tokaku sarubeki sama ni kamahe te&#44; rei no&#44; kokorosire ru Ziziu nado ni ahi te&#44; ikanaru koto wo kaku ihu zo&#44; to anai se yo. Gesu ha higakoto mo ihu nari.&#34;"
"52","1","2","14","52010214","&nbsp;&nbsp;to notamahe ba&#44; itohosiki mi-kesiki mo katazikenaku te&#44; yuhutukata yuku."
"52","1","3","1","52010301","&nbsp;&nbsp;Kayasuki hito ha&#44; toku iki tuki nu. Ame sukosi huri yami tare do&#44; warinaki miti ni yature te&#44; gesu no sama nite ki tare ba&#44; hito ohoku tati-sawagi te&#44;"
"52","1","3","2","52010302","&nbsp;&nbsp;&#34;Koyohi&#44; yagate wosame tatematuru nari.&#34;"
"52","1","3","3","52010303","&nbsp;&nbsp;nado ihu wo kiku kokoti mo&#44; asamasiku oboyu. Ukon ni seusoko si tare domo&#44; e aha zu&#44;"
"52","1","3","4","52010304","&nbsp;&nbsp;&#34;Tadaima&#44; mono oboye zu. Okiagara m kokoti mo se de nam. Saruha&#44; koyohi bakari koso&#44; kaku mo tatiyori tamaha me&#44; e kikoye nu koto.&#34;"
"52","1","3","5","52010305","&nbsp;&nbsp;to ihase tari."
"52","1","3","6","52010306","&nbsp;&nbsp;&#34;Saritote&#44; kaku obotukanaku te ha&#44; ikaga kaheri mawiri habera m. Ima hitotokoro dani.&#34;"
"52","1","3","7","52010307","&nbsp;&nbsp;to setini ihi tare ba&#44; Zizyuu zo ahi tari keru."
"52","1","3","8","52010308","&nbsp;&nbsp;&#34;Ito asamasi. Obosi mo ahe nu sama nite use tamahi ni tare ba&#44; imizi to ihu ni mo aka zu&#44; yume no yau nite&#44; tare mo tare mo madohi haberu yosi wo mausa se tamahe. Sukosi mo kokoti nodome haberi te nam&#44; higoro mo&#44; mono obosi tari turu sama&#44; hitoyo&#44; ito kokorogurusi to omohi kikoyesase tamahe ri si arisama nado mo&#44; kikoyesase haberu beki. Kono kegarahi nado&#44; hito no imi haberu hodo sugusi te&#44; ima hitotabi tatiyori tamahe.&#34;"
"52","1","3","9","52010309","&nbsp;&nbsp;to ihi te&#44; naku koto ito imizi."
"52","1","4","1","52010401","&nbsp;&nbsp;Uti ni mo naku kowe gowe nomi si te&#44; Menoto naru besi&#44;"
"52","1","4","2","52010402","&nbsp;&nbsp;&#34;Aga-Kimi ya&#44; idukata ni ka ohasimasi nuru? Kaheri tamahe. Munasiki kara wo dani mi tatematura nu ga&#44; kahinaku kanasiku mo aru kana! Akekure mi tatematuri te mo aka zu oboye tamahi&#44; itusika kahi aru ohom-sama wo mi tatematura m to&#44; asita yuhube ni tanomi kikoye turu ni koso&#44; inoti mo nobi haberi ture. Uti-sute tamahi te&#44; kaku yukuhe mo sira se tamaha nu koto."
"52","1","4","3","52010403","&nbsp;&nbsp;Oni-Gami mo&#44; aga-Kimi wo ba e ryauzi tatematura zi. Hito no imiziku wosimu hito wo ba&#44; Taisyaku mo kahesi tamahu nari. Aga-Kimi wo tori tatematuri taram&#44; hito ni mare oni ni mare&#44; kahesi tatemature. Naki ohom-kara wo mo mi tatematura m.&#34;"
"52","1","4","4","52010404","&nbsp;&nbsp;to ihi tudukuru ga&#44; kokoroe nu koto-domo maziru wo&#44; ayasi to omohi te&#44;"
"52","1","4","5","52010405","&nbsp;&nbsp;&#34;Naho&#44; notamahe. Mosi&#44; hito no kakusi kikoye tamahe ru ka? Tasikani kikosimesa m to&#44; ohom-mi no kahari ni idasi tate sase tamahe ru ohom-tukahi nari. Ima ha&#44; totemo kakutemo kahinaki koto nare do&#44; noti ni mo kikosimesi ahasuru koto no habera m ni&#44; tagahu koto mazira ba&#44; mawiri tara m ohom-tukahi no tumi naru besi."
"52","1","4","6","52010406","&nbsp;&nbsp;Mata&#44; saritomo to tanoma se tamahi te&#44; 'Kimi-tati ni taimen se yo.' to ohose rare turu mi-kokorobahe mo&#44; katazikenasi to ha obosa re zu ya? Womna no miti ni madohi tamahu koto ha&#44; hito no mikado ni mo&#44; huruki tamesi-domo ari kere do&#44; mata kakaru koto&#44; konoyo ni ha ara zi&#44; to nam mi tatematuru.&#34;"
"52","1","4","7","52010407","&nbsp;&nbsp;to ihu ni&#44; &#34;Geni&#44; ito ahare naru ohom-tukahi ni koso are. Kakusu to su tomo&#44; kakute rei nara nu koto no sama&#44; onodukara kikoye na m.&#34; to omohi te&#44;"
"52","1","4","8","52010408","&nbsp;&nbsp;&#34;Nadoka&#44; isasaka nite mo&#44; hito ya kakui tatematuri tamahu ram&#44; to omohiyoru beki koto ara m ni ha&#44; kaku si mo aru kagiri madohi habera m. Higoro&#44; ito imiziku mono wo obosiiru meri sika ba&#44; kano Tono no&#44; wadurahasige ni&#44; honomekasi kikoye tamahu koto nado mo ari ki."
"52","1","4","9","52010409","&nbsp;&nbsp;Ohom-haha ni monosi tamahu hito mo&#44; kaku nonosiru Menoto nado mo&#44; hazime yori siri some tari si kata ni watari tamaha m&#44; to nam isogitati te&#44; kono ohom-koto wo ba&#44; hitosirenu sama ni nomi&#44; katazikenaku ahare to omohi kikoyesase tamahe ri si ni&#44; mi-kokoro midare keru naru besi. Asamasiu&#44; kokoro to mi wo naku nasi tamahe ru yau nare ba&#44; kaku kokoro no madohi ni&#44; higahigasiku ihi tuduke raruru na' meri.&#34;"
"52","1","4","10","52010410","&nbsp;&nbsp;to&#44; sasugani&#44; maho nara zu honomekasu. Kokoroe gataku oboye te&#44;"
"52","1","4","11","52010411","&nbsp;&nbsp;&#34;Saraba&#44; nodokani mawira m. Tati nagara haberu mo&#44; ito kotosogi taru yau nari. Ima&#44; ohom-midukara mo ohasimasi na m.&#34;"
"52","1","4","12","52010412","&nbsp;&nbsp;to ihe ba&#44;"
"52","1","4","13","52010413","&nbsp;&nbsp;&#34;Ana&#44; katazikena! Imasara&#44; hito no siri kikoyesase m mo&#44; naki ohom-tame ha&#44; nakanaka medetaki ohom-sukuse miyu beki koto nare do&#44; sinobi tamahi si koto nare ba&#44; mata mora sase tamaha de&#44; yama se tamaha m nam&#44; mi-kokorozasi ni haberu beki.&#34;"
"52","1","4","14","52010414","&nbsp;&nbsp;Koko ni ha&#44; kaku yoduka zu use tamahe ru yosi wo&#44; hito ni kika se zi to&#44; yoroduni magirahasu wo&#44; &#34;Zinenni koto-domo no kesiki mo koso miyure.&#34; to omohe ba&#44; kaku sosonokasi yari tu."
"52","1","5","1","52010501","&nbsp;&nbsp;Ame no imizikari turu magire ni&#44; Haha-Gimi mo watari tamahe ri. Sarani ihamkata mo naku&#44;"
"52","1","5","2","52010502","&nbsp;&nbsp;&nbsp;&nbsp;&#34;Me no mahe ni naku nasi tara m kanasisa ha&#44; imiziu to mo&#44; yo no tune nite&#44; taguhi aru koto nari. Kore ha&#44; ikani si turu koto zo?&#34;"
"52","1","5","3","52010503","&nbsp;&nbsp;to madohu. Kakaru koto-domo no magire ari te&#44; imiziu mono omohi tamahu ram to mo sira ne ba&#44; mi wo nage tamahe ra m to mo omohi mo yora zu&#44;"
"52","1","5","4","52010504","&nbsp;&nbsp;&#34;Oni ya kuhi tu ram? Kitune meku mono ya tori mote inu ram? Ito mukasimonogatari no ayasiki mono no koto no tatohi ni ka&#44; sayau naru koto mo ihu nari si.&#34;"
"52","1","5","5","52010505","&nbsp;&nbsp;to omohi-idu."
"52","1","5","6","52010506","&nbsp;&nbsp;&#34;Sateha&#44; kano osorosi to omohi kikoyuru atari ni&#44; kokoro nado asiki ohom-menoto yau no mono ya&#44; kau mukahe tamahu besi to kiki te&#44; mezamasigari te&#44; tabakari taru hito mo ya ara m?&#34;"
"52","1","5","7","52010507","&nbsp;&nbsp;to&#44; gesu nado wo utagahi&#44;"
"52","1","5","8","52010508","&nbsp;&nbsp;&#34;Imamawiri no&#44; kokorosira nu ya aru?&#34;"
"52","1","5","9","52010509","&nbsp;&nbsp;to tohe ba&#44;"
"52","1","5","10","52010510","&nbsp;&nbsp;&#34;Ito yobanare tari tote&#44; ari naraha nu hito ha&#44; koko nite hakanaki koto mo e se zu&#44; ima toku mawira m&#44; to ihi te nam&#44; mina&#44; sono isogu beki mono-domo nado tori gusi tutu&#44; kaheri ide haberi ni si.&#34;"
