"Volume","Chapter","Paragraph","Line","LineId","Text"
"19","1","1","1","19010101","&nbsp;&nbsp;Huyu ni nari yuku mama ni&#44; kahadura no sumahi&#44; itodo kokorobososa masari te&#44; uhanosora naru kokoti nomi si tutu akasi kurasu wo&#44; Kimi mo&#44;"
"19","1","1","2","19010102","&nbsp;&nbsp;&#34;Naho&#44; kakute ha&#44; e sugusa zi. Kano&#44; tikaki tokoro ni omohitati ne.&#34;"
"19","1","1","3","19010103","&nbsp;&nbsp;to&#44; susume tamahe do&#44; &#34;Turaki tokoro ohoku kokoro mi hate m mo&#44; nokori naki kokoti su beki wo&#44; ikani ihi te ka?&#34; nado ihu yau ni omohi midare tari."
"19","1","1","4","19010104","&nbsp;&nbsp;&#34;Saraba&#44; kono Wakagimi wo. Kaku te nomi ha&#44; binnaki koto nari. Omohu kokoro are ba&#44; katazikenasi. Tai ni kikioki te&#44; tune ni yukasigaru wo&#44; sibasi mi narahasase te&#44; hakamagi no koto nado mo&#44; hito sire nu sama nara zu si nasa m to nam omohu.&#34;"
"19","1","1","5","19010105","&nbsp;&nbsp;to&#44; mameyaka ni katarahi tamahu. &#34;Sa obosu ram.&#34; to omohi wataru koto nare ba&#44; itodo mune tubure nu."
"19","1","1","6","19010106","&nbsp;&nbsp;&#34;Aratame te yamgotonaki kata ni motenasa re tamahu tomo&#44; hito no mori kika m koto ha&#44; nakanaka ni ya&#44; tukurohi gataku obosa re m.&#34;"
"19","1","1","7","19010107","&nbsp;&nbsp;tote&#44; hanati gataku omohi taru&#44; kotowari ni ha are do&#44;"
"19","1","1","8","19010108","&nbsp;&nbsp;&#34;Usiroyasukara nu kata ni ya nado ha&#44; na utagahi tamahi so. Kasiko ni ha&#44; tosi he nure do&#44; kakaru hito mo naki ga&#44; sauzausiku oboyuru mama ni&#44; saki-no-Saiguu no otonabi monosi tamahu wo dani koso&#44; anagati ni atukahi kikoyu mere ba&#44; masite&#44; kaku nikumi gatage na' meru hodo wo&#44; oroka ni ha mihanatu maziki kokorobahe ni.&#34;"
"19","1","1","9","19010109","&nbsp;&nbsp;nado&#44; Womnagimi no ohom-arisama no omohu yau naru koto mo katari tamahu."
"19","1","1","10","19010110","&nbsp;&nbsp;&#34;Geni&#44; inisihe ha&#44; ikabakari no koto ni sadamari tamahu beki ni ka to&#44; tute ni mo hono-kikoye si mi-kokoro no&#44; nagori naku sidumari tamahe ru ha&#44; oboroke no ohom-sukuse ni mo ara zu&#44; hito no ohom-arisama mo&#44; kokora no ohom-naka ni sugure tamahe ru ni koso ha.&#34; to omohiyara re te&#44; &#34;Kazu nara nu hito no narabi kikoyu beki oboye ni mo ara nu wo&#44; sasuga ni&#44; tatiide te&#44; hito mo mezamasi to obosu koto ya ara m. Waga mi ha&#44; totemokakutemo onazi koto. Ohisaki tohoki hito no ohom-uhe mo&#44; tuhini ha&#44; kano mi-kokoro ni kakaru beki ni koso a' mere. Sari to nara ba&#44; geni kau nanigokoronaki hodo ni ya yuduri kikoye masi.&#34; to omohu."
