"Volume","Chapter","Paragraph","Line","Annotation_Num","Annotation_State","Annotation_Title","Annotation_Body"
"24","1","1","1","1","1","弥生の二十日あまりのころほひ春の御前のありさま","源氏三十六歳晩春の三月二十日過ぎの六条院春の町の御殿の様子。"
"24","1","1","1","2","1","匂ふ花の色鳥の声","視覚美、聴覚美をいう。"
"24","1","1","1","3","1","ほかの里にはまだ古りぬにやと","六条院の他の町から見るとこの春の御殿はまだ春の盛りが過ぎないのかと、の意。"
"24","1","1","1","4","1","若き人びとのはつかに心もとなく思ふべかめるに","春の御殿の若い女房。春の町の庭が広大なために遠くからしか見えないもどかしさをいう。「べかめるに」は源氏の忖度する気持ち。"
"24","1","1","1","5","1","舟の楽せらる","「らる」尊敬の助動詞。"
"24","1","1","2","6","1","中宮","秋好中宮。"
"24","1","1","2","7","1","かの春待つ園はと励ましきこえたまへりし","「少女」巻に秋好中宮が紫の上に「心から春待つ園はわが宿の紅葉を風のつてにだに見よ」（第七章六段）と贈ったのをさす。"
"24","1","1","2","8","1","御返りもこのころやと思し","主語は紫の上。秋好中宮への返歌。"
"24","1","1","2","9","1","いかでこの花の折御覧ぜさせむ","源氏の心中。秋好中宮に対して。"
"24","1","1","2","10","1","軽らかにはひわたり","主語は秋好中宮。"
"24","1","1","2","11","1","若き女房たちの","秋好中宮づきの若い女房。"
"24","1","1","2","12","1","東の釣殿にこなたの若き人びと","春の御殿の東の釣殿に紫の上づきの女房たちを。"
"24","1","1","4","13","1","さし寄せて見れば","「舟を」が省略されている。"
"24","1","1","4","14","1","はかなき石のたたずまひも","平安時代の庭園様式の立石。"
"24","1","1","4","15","1","こなたかなた霞みあひたる梢ども錦を引きわたせるに","『集成』は「大和絵の霞の描法を思わせる形容」と注す。"
"24","1","1","4","16","1","御前の方ははるばると見やられて","舟の中の視点から語る。"
"24","1","1","4","17","1","柳枝を垂れたる","連体中止法。"
"24","1","1","4","18","1","花もえもいはぬ匂ひを散らしたり","花は桜。「匂ひ」は視覚美である。"
"24","1","1","4","19","1","廊をめぐれる藤の色も","「廊を繞れる紫藤の架、砌を夾む紅葉の欄」（白氏文集、秦中吟、傷宅）による。"
"24","1","1","4","20","1","描き取らまほしき","大島本は「かきとらまほしき」とある。『集成』『新大系』は底本のままとする。『古典セレクション』は諸本に従って「描き取らまほしきに」と「に」を補訂する。"
