"Volume","Chapter","Paragraph","Line","Annotation_Num","Annotation_State","Annotation_Title","Annotation_Body"
"53","1","1","1","1","1","そのころ横川になにがし僧都とか言ひて","『完訳』は「「そのころ--けり」の常套的な巻頭形式で、新たな話題を拓く」。横川は比叡山三塔の一つ。「なにがし僧都」は実名をぼかした呼称。『河海抄』は源信（『往生要集』の著者、恵信僧都）を指摘、その妹願西（願証尼・安養尼）も著名。"
"53","1","1","2","2","1","奈良坂と言ふ山越えけるほどより","奈良街道の大和国と山城国の境にある山。"
"53","1","1","2","3","1","かくてはいかでか","以下「おはし着かむ」まで、妹尼一行の心配。"
"53","1","1","3","4","1","山籠もりの本意深く","源信の山籠もりの故事として、九年の山籠もりの後、母親を見取った話（今昔物語集）や千日籠もりで妹を蘇生させた話（古事談）などが知られている。"
"53","1","1","3","5","1","限りのさまなる親の","以下「亡くやならむ」まで、横川僧都の心中の思い。"
"53","1","1","3","6","1","人ざまを","大島本は「人さまを」とある。『集成』『完本』は諸本に従って「人のさま」と「の」を補訂する。『新大系』は底本のまま「人ざま」とする。"
"53","1","1","4","7","1","御獄精進しけるを","以下「いかが」まで、家主の詞。"
"53","1","1","5","8","1","さも言ふべきことぞ","大島本は「ことそ」とある。『集成』『完本』は諸本に従って「ことと」と校訂する。『新大系』は底本のまま「ことぞ」とする。僧都の心中の思い。"
"53","1","1","5","9","1","例住みたまふ方は忌むべかりければ","大島本は「すミ給方ハいむへかりけれは」とある。『集成』『完本』は諸本に従って「所は忌むべかりけるを」と校訂する。『新大系』は底本のまま「方は忌むべかりければ」とする。"
"53","1","1","5","10","1","故朱雀院の","以下「このわたりならむ」まで、僧都の推量。『完訳』は「源氏の兄。実在の朱雀院も重ねた表現。宇治院は朱雀院の別荘として伝領」と注す。"
"53","1","1","5","11","1","宇治の院","『集成』は「史上の朱雀院が行幸した記録があり、実在した邸宅である」と注す。"
"53","1","1","5","12","1","一二日宿らむ","僧都の伝言の主旨。"
"53","1","1","6","13","1","初瀬になむ昨日皆詣りにける","大島本は「まいりに」とある。『集成』『完本』は諸本に従って「詣でに」と校訂する。『新大系』は底本のまま「まいりに」とする。院守の返事。使者が伝える。"
"53","1","1","7","14","1","呼びて率て来たり","僧都の使者が院守のもとで留守を預かっている宿守を呼び出して連れて帰ってきた。"
"53","1","1","8","15","1","おはしまさばはや","以下「宿りたまっふ」まで、宿守の詞。"
"53","1","1","10","16","1","いとよかなり","以下「心やすきを」まで、僧都の詞。"
"53","1","1","10","17","1","公所なれど","朱雀院の別荘なので公領、初瀬詣での人々が宿泊した。蜻蛉日記の作者右大将道綱母も利用している。公共的宿泊所となっている。"
"53","1","1","11","18","1","おろそかなるしつらひ","一通りの設営。"
"53","1","2","1","19","1","いといたく荒れて恐ろしげなる所かな","僧都の感想。"
"53","1","2","1","20","1","見たまふ","大島本は「見給」とある。『集成』『完本』は諸本に従って「見たまひて」と「て」を補訂する。『新大系』は底本のまま「見給」とする。"
"53","1","2","2","21","1","大徳たち経読め","僧都の詞。"
"53","1","2","3","22","1","何事のあるにか","『完訳』は「挿入句。後述の内容を先取りする」と注す。"
"53","1","2","3","23","1","うしろの方に","宇治院の建物の後方。"
"53","1","2","4","24","1","かれは何ぞ","僧の詞。"
"53","1","2","6","25","1","狐の変化","以下「見現はさむ」まで、僧の詞。"
"53","1","2","8","26","1","あな用なよからぬ物ならむ","もう一人の僧の詞。"
"53","1","2","9","27","1","さやうの物退くべき印を作りつつ","大島本は「しりそくへき」とある。『集成』『完本』は諸本に従って「退（しぞ）くべき」と「り」を削除する。『新大系』は底本のまま「退（しりぞ）くべき」とする。『完訳』は「変化退散には、不動の印を結び、陀羅尼などを読む」と注す。"
"53","1","2","9","28","1","頭の髪あらば太りぬべき心地するに","恐怖感をいう。僧侶は髪を剃っているので、諧謔を交えた表現。"
"53","1","2","9","29","1","大きなる木の","大島本は「おほきなる木の」とある。『集成』『完本』は諸本に従って「大きなる木の根の」と「根の」を補訂する。『新大系』は底本のまま「大きなる木の」とする。"
"53","1","2","9","30","1","寄りゐて","木の根にもたれかかって座っているさま。"
"53","1","2","10","31","1","珍しきことにもはべるかな","以下「たてまつらばや」まで、僧の詞。"
"53","1","2","12","32","1","げに妖しき事なり","僧の詞。"
