"Volume","Chapter","Paragraph","Line","Annotation_Num","Annotation_State","Annotation_Title","Annotation_Body"
"3","1","1","1","1","1","寝られたまはぬままには","他の青表紙本系統諸本には係助詞「は」ナシ。『集成』『新大系』は底本どおり。『古典セレクション』は「は」を削除する。主語は源氏。「帚木」巻の巻末、空蝉との逢瀬が不首尾に終わったという後を受けて、この巻は始まる。場面は、紀伊守邸の一室。"
"3","1","1","1","2","1","我はかく人に","以下「思ひなりぬれ」まで、源氏の詞。小君に向かって言う。"
"3","1","1","1","3","1","今宵なむ","係助詞「なむ」は「知りぬれ」に係るが、下文に続いて、結びの流れとなっている。「今宵なむ世を憂しと初めて思ひ知りぬれば」が通常の語順。"
"3","1","1","1","4","1","涙をさへこぼして臥したり","主語は小君。"
"3","1","1","1","5","1","いとらうたしと思す","主語は源氏。小君を可愛いとお思いになる。"
"3","1","1","1","6","1","手さぐりの","以下、源氏は小君を愛撫しながら、先夜、空蝉と契った時の感触を思い出す。"
"3","1","1","1","7","1","思ひなしにや","小君を空蝉の姉弟と思うせいか。"
"3","1","1","1","8","1","あながちに","以下「めざまし」まで、源氏の心を語る。"
"3","1","1","1","9","1","例のやうにものたまひまつはさず","源氏は、いつものように、小君を側に召していろいろとものを命じることをなさらない。"
"3","1","1","1","10","1","夜深う出でたまへば","「夜深し」は明け方からみて、夜がまだ深い、深夜、の意。「夜更け」は宵からみて夜が更けていく、意。女のもとから帰るには早すぎる時刻。"
"3","1","1","1","11","1","いといとほしくさうざうし","小君の源氏に対する気持ち。"
"3","1","1","2","12","1","女も","空蝉をさす。「女」と呼称する。以下、源氏の帰った後の空蝉。その心中を語る。"
"3","1","1","2","13","1","御消息も絶えてなし","接頭語「御」があるので源氏からの手紙の意。副詞「絶えて」、下に打消しの語を伴って、全然、まったく、の意を表す。源氏からの御消息もまったく来ない。"
"3","1","1","2","14","1","思し懲りにけると思ふにも","主語は空蝉。源氏の君は懲り懲りとお思いになっているのだと思うと、の意。"
"3","1","1","2","15","1","やがてつれなくて","以下「閉ぢめてむ」まで、空蝉の心を語る。「止みたまひなましかば」の主語は源氏。「ましかば--まし」の反実仮想の構文。源氏が、あのまま音沙汰なしでおやめになってしまったら嫌な思いがするだろうが、そうともなるまい、の意。"
"3","1","1","2","16","1","憂からまし","嫌な思いをすることであろう。源氏に対する同情の気持ちとも、また自分自身のつらい気持ちともとれるが、前者に解す。『集成』は「あのまま音沙汰なしでおやめになってしまったら、つらい思いをしていることであろう」と解し、『完訳』は「もしこのまま、何事もなくそれきりになってしまうとしたなら、恨めしいことだろうに」と解す。"
"3","1","1","2","17","1","うたてあるべし","自分にとって、困ったことであろう。"
"3","1","1","2","18","1","よきほどに","『古典セレクション』は諸本に従って「よきほどにて」と校訂する。"
"3","1","1","3","19","1","いとつらうも","以下「たばかれ」まで、源氏の詞。"
"3","1","1","3","20","1","心にしも従はず苦しきを","副助詞「しも」強調。間投助詞「を」詠嘆の意、と解す。"
"3","1","1","3","21","1","わづらはしけれど","主語は小君。"
"3","1","2","1","22","1","紀伊守国に下りなどして","紀伊守が任国の紀伊国に政務のため下る。"
"3","1","2","1","23","1","夕闇の道たどたどしげなる紛れに","『源氏釈』は「夕闇は道たどたどし月待ちて帰れわが背子その間にも見む」（古今六帖一、夕闇、三七一）を指摘する。この和歌の上の句の言葉を使って表現する。"
"3","1","2","1","24","1","わが車にて","小君の車で源氏を。"
"3","1","2","2","25","1","この子も幼きを","接続助詞「を」順接の確定条件、原因理由を表す。"
"3","1","2","2","26","1","のどむまじければ","大島本「のとむましけれは」とある。打消助動詞「まじけれ」已然形＋接続助詞「ば」の形。『集成』『古典セレクション』は「まじかりければ」と諸本に従って校訂。『新大系』も「底本「ましけれは」、青表紙諸本「ましかりけれは」。底本の誤記と認めて訂正する」と「かり」を補訂する。とすれば、打消助動詞「まじかり」連用形＋過去助動詞「けれ」已然形＋接続助詞「ば」の形となり、過去の意味が明確化する。"
"3","1","2","2","27","1","さりげなき姿にて","お忍びの姿。狩衣であろう。"
"3","1","2","3","28","1","人見ぬ方より引き入れて","表門からではなく通用門か裏門などからであろう。"
"3","1","2","3","29","1","追従せず","大島本「ついせう」と表記する。『岩波古語辞典』は「ついしょう」を見出語とする。他に「ついそう」を立項し「ソウはショウの直音化」と説明。小学館『古語大辞典』では「ついしょう」の他に「ついせう」「ついそう」も立項し同様の説明をする。"
"3","1","2","4","30","1","東の妻戸に","寝殿の南東の妻戸口。"
