"Volume","Chapter","Paragraph","Line","Annotation_Num","Annotation_State","Annotation_Title","Annotation_Body"
"9","1","1","1","1","1","世の中かはりて後","御代替わりがあってから後の意。この巻は「花宴」巻から二年後、源氏大将の物語が語られる。源氏二十二歳。その間に、「紅葉賀」巻に予告された御譲位が行われ、新帝に源氏の兄、朱雀院が即位。右大臣家一派が権力を持った時代となる。まずは政治状況の変化を語る。"
"9","1","1","1","2","1","やむごとなさも添ふにや","「花宴」巻の宰相の中将から大将に昇進。なお書陵部本は「そひ給へは」とある。河内本が「そひ給へは」、また別本の御物本は「そひたまえは」、陽明文庫本は「そひ給ては」とあり、いずれも「給ふ」（尊敬の補助動詞）がある。書陵部本は河内本または別本によったものであろう。"
"9","1","1","1","3","1","なほ我につれなき人の御心","藤壺をさす。『奥入』は「我を思ふ人を思はぬむくいにやわが思ふ人の我を思はぬ」（古今集、雑体、一〇四一、読人しらず）を指摘。"
"9","1","1","1","4","1","尽きせずのみ思し嘆く","主語は源氏。"
"9","1","1","2","5","1","今はましてひまなうただ人のやうに","主語は藤壺。桐壺帝の御譲位後は、以前にもましていつもぴたりと臣下の夫婦のように桐壺院のお側にいられるの意。"
"9","1","1","2","6","1","今后","新帝の御即位によって皇太后になった弘徽殿の女御。新しく后になったというニュアンスがある。"
"9","1","1","2","7","1","心やましう思すにや","語り手の挿入句。弘徽殿女御の心中を推測。"
"9","1","1","2","8","1","立ち並ぶ人なう心やすげなり","藤壺をいう。"
"9","1","1","2","9","1","世の響くばかりせさせたまひつつ","主語は桐壺院。「つつ」は同じ動作の繰り返しを表す。たびたびお催しあそばすの意。"
"9","1","1","2","10","1","春宮","桐壺院の第十皇子、実は源氏と藤壺の御子。"
"9","1","1","2","11","1","大将の君によろづ聞こえつけたまふも","主語は桐壺院。「大将の君」は源氏をさす。初めて大将の位の昇進したことが紹介される。桐壺院は東宮の後見に源氏を付ける。"
"9","1","1","2","12","1","かたはらいたきものからうれしと思す","主語は源氏。気が咎めるとともにうれしくも思う複雑な気持ち。"
"9","1","1","3","13","1","まことやかの","『弄花抄』は「記者の詞也」と指摘。『孟津抄』は「紫式部か聞及たるやうに書也草子地也」と指摘。『集成』は「ああ、そうそう。物語の中で別の話題に移る時に用いる言葉」と注す。以下、六条御息所の物語。"
"9","1","1","3","14","1","六条御息所","「夕顔」巻に「六条わたりの御忍びありきのころ」、「若紫」巻に「おはする所は六条京極わたりにて」、「末摘花」巻に「六条わたりにだに離れまさり給ふめれば」とあった人。「御息所」という呼称から、天皇や皇太子の妃で、皇子や皇女を生んだ方という意が籠められる。"
"9","1","1","3","15","1","前坊の姫君","大島本「せむ坊のひめ君」とある。『集成』『古典セレクション』は諸本に従って「前坊の姫宮」と校訂する。『新大系』は底本のままとする。前皇太子。桐壺院の弟。立坊後、まもなく亡くなった。その姫宮。"
"9","1","1","3","16","1","斎宮にゐたまひにし","斎宮は伊勢へ下向するまでに三年の潔斎が必要なので、「花宴」巻から「葵」巻の間に、二年の空白が存在する。"
"9","1","1","3","17","1","大将の御心ばへもいと頼もしげなきを","六条御息所の心情にそった立場からの語り。"
"9","1","1","3","18","1","幼き御ありさまのうしろめたさにことつけて下りやしなまし","六条御息所の心と地の文とが一体化した表現だが、「下りやしなまし」は、はっきりとした御息所の心。"
"9","1","1","4","19","1","かかることなむと","このようなことの意。語り手が話しの内容を要約した間接話法。"
"9","1","1","5","20","1","故宮の","以下「世のもどき負ひぬべきことなり」まで、桐壺院の諌めの詞。"
"9","1","1","5","21","1","もてなすなるが","「なる」（伝聞推定の助動詞）、桐壺院が仄聞しているニュアンス。"
"9","1","1","6","22","1","げに","源氏の心。なるほど仰せのとおりだの意。"
"9","1","1","7","23","1","人のため","以下「女の怨みな負ひそ」まで、桐壺院の御訓戒。"
"9","1","1","8","24","1","けしからぬ心のおほけなさを聞こし召しつけたらむ時","源氏の心中。藤壺との件をさす。"
"9","1","1","9","25","1","心苦しき筋","『集成』は「申しわけないこと」と解し、『完訳』は「おいたわしいこと」と解す。"
"9","1","1","9","26","1","表はれてはわざともてなしきこえたまはず","『集成』は「表立っては、正妻としてのお扱いをしてお上げにならない」の意に解し、『完訳』は「公然と正式な結婚の形に」と注す。"
"9","1","1","10","27","1","似げなき御年のほど","「賢木」巻に六条御息所は三十歳とあり、その時、源氏は二十三歳。七歳年上である。現在、源氏二十二、御息所二十九。"
"9","1","1","10","28","1","院に","横山本と肖柏本は「ゐんにも」とある。『完訳』は「以下「なりにたる」まで挿入句」と注す。"
"9","1","1","11","29","1","かかることを","以下、朝顔姫君の物語を挿入し、葵の上懐妊を語る。"
"9","1","1","11","30","1","朝顔の姫君","「帚木」巻に登場。源氏が朝顔に和歌を結んで贈った女性。桃園式部卿宮の姫君。"
"9","1","1","11","31","1","いかで人に似じ","朝顔の姫君の心。"
"9","1","1","11","32","1","なほことなり","源氏の感想。『集成』は「やはり人とは違っている」の意に、『完訳』は「なびかぬ姫君にかえって執心」と注す。"
"9","1","1","12","33","1","大殿","左大臣邸。なお、大島本は「おほ殿」とある。池田本と肖柏本は「い」を補入する。"
"9","1","1","12","34","1","心づきなし","葵の上の心。"
"9","1","1","12","35","1","いふかひなければにやあらむ","語り手の推測を交えた挿入句。"
"9","1","1","12","36","1","心苦しきさまの御心地に悩みたまひて","懐妊による悪阻の苦しみをさす。"
"9","1","1","12","37","1","めづらしくあはれ","源氏の心。『完訳』は「結婚九年目にはじめて葵の上が懐妊したことへの感動。これにより、葵の上に対する愛着が喚起」と注す。"
"9","1","1","12","38","1","誰れも誰れもうれしきものから","左大臣家の人々をさす。横山本は「たれたれもうれしきものから」、肖柏本は「たれも〔も－補入〕たれもうれしき物から」、三条西家本は「うれしきものからたれもたれも」とある。肖柏本は横山本系統の本文を書本としている。"
"9","1","1","12","39","1","かやうなるほどに","大島本「かやうなる程に」とある。『集成』『古典セレクション』は諸本に従って「かやうなるほど」と「に」を削除する。『新大系』は底本のままとする。"
"9","1","1","12","40","1","思しおこたるとはなけれど","六条御息所を。"
"9","1","2","1","41","1","そのころ斎院も下りゐたまひて","系図不詳の人。桐壺帝譲位によって斎院を退下。"
"9","1","2","1","42","1","后腹の女三宮ゐたまひぬ","弘徽殿大后腹の女三宮。「花宴」巻に女一宮とともに紹介された人。"
"9","1","2","1","43","1","帝后とことに","大島本「みかときさきとことに」とある。『集成』『古典セレクション』は諸本に従って「帝后いとことに」と「い」を補入する。『新大系』は底本のまま。桐壺院と弘徽殿大后をさす。上皇をも「帝」と呼称する。「きさき」を榊原家本、池田本、肖柏本、三条西家本では「后」と表記する。"
"9","1","2","1","44","1","筋ことに","神に仕える身をいう。"
"9","1","2","1","45","2","こと宮たちの--神わざなれど","横山本と榊原家本はナシ。両本の同系統であることを示す例である。"
"9","1","2","1","46","1","祭のほど","賀茂祭。四月中の酉の日に行われる。"
"9","1","2","1","47","1","人から","『集成』は濁音「人がら」と読み、『古典セレクション』『新大系』は「人から」と清音に読む。いずれも人徳の意とする。"
"9","1","2","2","48","1","御禊の日","斎院の二度目の御禊。祭に先立ち賀茂川で御禊を行い、祭の当日は上下両社に参拝し、以後紫野の斎院に入る。"
"9","1","2","2","49","1","上達部など数定まりて","二度目の御禊は、大納言一名、中納言一名、参議二名の計四名が供奉する（延喜式）。"
"9","1","2","2","50","1","大将の君","源氏。源氏はこの時、参議兼大将である。参議の一人として供奉する。"
"9","1","2","5","51","1","いでやおのがどち","以下「いとあまりもhべるかな」まで、女房の詞。"
"9","1","2","5","52","1","おほよそ人","関係のない人。源氏とは無関係の人の意。"
"9","1","2","5","53","1","大将殿","女房たちは源氏を「大将殿」と呼称する。"
"9","1","2","7","54","1","御心地もよろしき隙なり","以下「さうざうしげなめり」まで、大宮の詞。"
"9","1","2","9","55","1","日たけゆきて","以下、葵の上と六条御息所の車争いの物語。"
"9","1","2","9","56","1","儀式もわざとならぬさまにて","『集成』は「お支度も改まったふうにはなさらずに」と解し、『完訳』は「高貴な葵の上の外出の作法」と注す。"
"9","1","2","9","57","1","よそほしう引き続きて立ちわづらふ","葵の上一行の車をさす。『集成』は「美々しく何台も続いたまま場所を探しかねている」と解し、『完訳』は「車の装束をいかめしく整え、列をなして」と注す。相手に威圧感を与えるような様子に車の列をなしての意。"
"9","1","2","9","58","1","雑々の人なき隙","『完訳』は「車副などの雑人のことか」と注す。"
