"Volume","Chapter","Paragraph","Line","Annotation_Num","Annotation_State","Annotation_Title","Annotation_Body"
"45","1","1","1","1","1","そのころ世に数まへられたまはぬ古宮おはしけり","『完訳』は「新たな物語の開始を告げる常套表現。前三帖とほぼ同時期」。『新大系』は「紅梅巻と同様の常套的な冒頭形式。漠然とした過去の設定で、新たな物語を開始させる」と注す。"
"45","1","1","1","2","1","母方などもやむごとなくものしたまひて","八宮の御母の里方。副助詞「など」は婉曲的ニュアンスを添える。"
"45","1","1","1","3","1","筋異なるべきおぼえなど","『集成』は「立太子の可能性があったことをいう」。『完訳』は「皇太子となり即位するにふさわしい親王と、世間から噂された」と注す。"
"45","1","1","1","4","1","世を背き去りつつ公私に拠り所なく","『完訳』は「官界からの引退や、出家遁世」と注す。"
"45","1","1","2","5","1","昔の大臣の御女なりける","連体中止法による挿入句。"
"45","1","1","2","6","1","親たちの思しおきてたりしさまなど","立后のこと。"
"45","1","1","2","7","1","古き御契り","明融臨模本は「ふる（る＄か）き御ちきり」とある。すなわち「る」をミセケチにして「か」と訂正する。後人の訂正跡である。大島本は「ふるき御契」とある。『集成』『完本』は諸本に従って「深き」と校訂する。『新大系』は底本（大島本）のまま「ふるき」とする。"
"45","1","1","3","8","1","年ごろ経るに","『完訳』は「年月の経過とともに、睦まじい夫婦仲だけでは満足できない」と注す。"
"45","1","1","3","9","1","いかでをかしからむ稚児もがな","八宮の心中。"
"45","1","1","3","10","1","女君のいとうつくしげなる生まれたまへり","格助詞「の」同格、「うつくしげなる」が主格。"
"45","1","1","4","11","1","さし続きけしきばみ","明融臨模本と大島本は「さしつゝきけしきはみ」とある。『完本』は諸本に従って「またさしつづき」と「また」を補訂する。『集成』（底本　明融臨模本）『新大系』（底本　大島本）のままとする。"
"45","1","1","4","12","1","このたびは男にても","八宮の思い。男子誕生を期待。"
"45","1","1","4","13","1","平らかにはしたまひながらいといたくわづらひて亡せたまひぬ","係助詞「は」連用修飾語「平らかに」に付いて無事出産を強調するニュアンスを添える。しかし産後の肥立ちが悪くて母親は亡くなる。"
"45","1","2","1","14","1","あり経るにつけても","以下「人悪ろかるべきこと」まで、八宮の心中。『完訳』は「愛妻の突然の死に遭った驚きから、過往の人生をあらためて回顧」と注す。"
"45","1","2","1","15","1","見捨てがたくあはれなる人の御ありさま心ざまに","北の方をさす。見捨てて出家しがたい最愛の人北の方の様子人柄。"
"45","1","2","1","16","2","かけとどめらるるほだし","『全集』は「世の憂き目見えぬ山路へ入らむには思ふ人こそほだしなりけれ」（古今集雑下、九五五、物部吉名）を指摘。"
"45","1","2","1","17","1","いはけなき人びとをも一人はぐくみ立てむほど限りある身にていとをこがましう人悪ろかるべきこと","『集成』は「「限りある身」は、皇族としての格式にしばられた身の上。こまごまと娘の世話を焼くのは、身分柄軽々しいことなのである」と注す。"
"45","1","2","2","18","1","見譲る方なくて","明融臨模本は「見ゆつる方なくて」とある。大島本は「みゆつるつる（つる＄&lt;朱&gt;、＃&lt;墨&gt;かた&lt;朱&gt;）なくて」とある。すなわち、「つる」を朱筆でミセケチにしさらに墨滅して朱筆で「かた」と訂正する。『完本』は諸本に従って「見ゆずる人なくて」と校訂する。『集成』『新大系』は明融臨模本と底本（大島本）の朱筆訂正に従う。"
"45","1","2","2","19","1","およすけ","『集成』は「およすけ」清音。『完訳』『新大系』は「およすげ」濁音。"
"45","1","2","2","20","1","おのづから見過ぐしたまふ","明融臨模本と大島本は「をのつからみすくし給」とある。『完本』は諸本に従って「おのづからぞ過ぐしたまふ」と校訂する。『集成』『新大系』は明融臨模本と底本（大島本）のままとする。"
"45","1","2","3","21","1","いでや折ふし心憂く","女房の詞。"
"45","1","2","3","22","1","うちつぶやきつつ","明融臨模本は「うちつふやきつゝ」とある。しかし大島本は「うちつふやきて」とある。『集成』『完本』は諸本に従って「うちつぶやきて」と校訂する。『新大系』は底本（大島本）のまま「うちつぶやきて」とする。"
"45","1","2","3","23","1","限りのさまにて","北の方の臨終の際。"
"45","1","2","4","24","1","ただこの君を","明融臨模本と大島本は「たゝこのきみを」とある。『完本』は諸本に従って「この君をば」と「ば」を補訂する。『集成』『新大系』は底本のままとする。以下「あはれと思せ」まで、北の方の詞。"
"45","1","2","5","25","1","さるべきにこそ","以下「のたまひしを」まで、八宮の心中。"
"45","1","2","6","26","1","姫君は","大君。"
"45","1","2","6","27","1","いたはしくやむごとなき筋はまさりて","大君が中君に勝る。"
"45","1","2","6","28","1","宮の内も寂しく","明融臨模本は「宮のうちもさひしく」とある。大島本は「宮のうちも（も＄&lt;朱&gt;）さひしく」とある。すなわち「も」を朱筆でミセケチにする。『集成』は底本（明融臨模本）のまま。『完本』は諸本に従って「宮の内ものさびしく」と校訂する。『新大系』は底本の朱筆訂正に従って「宮のうちさびしく」と校訂する。"
"45","1","2","7","29","1","さる騷ぎに","北の方死去の騷ぎ。"
"45","1","2","7","30","1","ほどにつけたる心浅さにて","『集成』は「身分相応の思慮の浅さから」。『完訳』は「下臈の乳母ゆえの浅慮から」と注す。"
"45","1","3","2","31","1","家司なども","『集成』は「親王、摂関、三位以上の家の家政を取り扱う事務官。四位五位の者から選ばれた」と注す。"
"45","1","3","2","32","1","むねむねしき人もなきままに","明融臨模本と大島本は「むね／＼しき人もなきまゝに」とある。『完本』は諸本に従って「むねむねしき人もなかりければとり繕ふ人もなきままに」と「人もなかりければとり繕ふ」を補訂する。『集成』『新大系』は底本のままとする。"
"45","1","3","2","33","1","折々につけたる花紅葉の色をも香をも同じ心に見はやしたまひしに","『源氏釈』は「君ならで誰にか見せむ梅の花色をも香をも知る人ぞ知る」（古今集春上、三八、紀友則）を指摘。"
"45","1","3","3","34","1","わが心ながらもかなはざりける契り","八の宮の心中。"
"45","1","3","3","35","1","何にか、世の人めいて今さらに","八の宮の心中。再婚をする気持ちはない、の意。"
"45","1","3","3","36","1","故君の亡せたまひにしこなたは","北の方の死去以来。"
"45","1","3","4","37","1","などかさしも","以下「わざもや」まで、世人の噂。"
"45","1","3","4","38","1","世人になずらふ御心づかひ","再婚をいう。"
"45","1","3","5","39","1","つきづきしく聞こえごつことも類にふれて多かれど","再婚を勧める者も多いが。『集成』は「縁故を通じて多かったが」。『完訳』は「縁故を頼って。零落したとはいえ高貴な八の宮との縁故を望む」と注す。"
"45","1","3","6","40","1","偏つき","『集成』は「偏つき」清音。『完訳』『新大系』は「偏つぎ」濁音。"
"45","1","4","1","41","1","池の水鳥どもの羽うち交はしつつ","『完訳』は「雌雄離れぬ習性の鴛鴦か」と注す。"
"45","1","4","1","42","1","はかなきことに","明融臨模本と大島本は「はかなきことに」とある。『完本』は諸本に従って「はかなきことと」と「校訂する。『集成』『新大系』は底本のままとする。"
"45","1","4","1","43","1","君たちに","大君と中君の姉妹に。"
"45","1","4","1","44","1","あはれにをかしく聞こゆれば","『集成』は「いじらしくもおもしろく思われるので」。『完訳』は「しみじみとおもしろく聞えるので」と訳す。"
"45","1","4","2","45","2","うち捨ててつがひ去りにし水鳥の--仮のこの世にたちおくれけむ","八宮の詠歌。無常の世に母親に先立たれた娘たちの不幸をいう。「雁」「仮」の掛詞。「この世」の「こ」に「雁の子」の「子」を響かせる。"
"45","1","4","3","46","1","心尽くしなりや","歌に添えた詞。"
"45","1","4","6","47","1","これに書きたまへ硯には書きつけざなり","八宮の詞。姫君たちへの諭し。「ざなり」は「ざる」「なり」伝聞推定の助動詞。『河海抄』は「見る石のおもてに物は書かざりきふしのやうじはつかはざらめや」（出典未詳）を指摘。"
"45","1","4","8","48","2","いかでかく巣立ちけるぞと思ふにも--憂き水鳥の契りをぞ知る","大君の唱和歌。「憂き水鳥」に「憂き身」を読み込む。父への感謝と我が身の不運を諦観。"
"45","1","4","9","49","1","よからねど、その折は、いとあはれなりけり","『明星抄』は「草子地此歌を評していへり」と指摘。"
"45","1","4","10","50","1","若君も書きたまへ","八宮の詞。"
