"Volume","Chapter","Paragraph","Line","Annotation_Num","Annotation_State","Annotation_Title","Annotation_Body"
"35","1","1","1","1","1","ことわりとは思へども","主語は柏木。小侍従の返事をさす。「若菜上」巻末の小侍従の手紙の文面を直接受けた語り出し。『集成』は「「思へども」と敬語を使わないのは、「思ふ」とともに、柏木に密着した書き方」と注す。"
"35","1","1","2","2","1","うれたくも言へるかな","以下「世ありなむや」まで、柏木の心中。"
"35","1","1","2","3","1","かかる人伝てならで","「いかにしてかく思ふてふことをだに人づてならで君に語らむ」（後撰集恋五、九六一、藤原敦忠）。"
"35","1","1","2","4","1","のたまひ聞こゆる","「のたまひ」の主語は女三の宮、「聞こゆる」の主語は柏木。"
"35","1","1","3","5","1","なまゆがむ心や添ひにたらむ","疑問の係助詞「や」、推量の助動詞「む」は、語り手の言辞。"
"35","1","1","4","6","1","晦日の日は","三月晦日。六条院の競射。"
"35","1","1","4","7","1","そのあたりの花の色をも見てや慰む","柏木の心中。"
"35","1","1","5","8","1","殿上の賭弓","「賭弓」そのものは正月十八日に弓場殿で帝出御のもとに競射が催される。「殿上の賭弓」はそれに準じて殿上人が行う競射。二月三月に催されることが多い。"
"35","1","1","5","9","1","三月はた御忌月なれば","冷泉帝の母后藤壺の忌月。"
"35","1","1","5","10","1","かかるまとゐあるべしと","「まとゐ」は「円居」と「的射」の掛詞的表現。"
"35","1","1","5","11","1","左右の大将さる御仲らひにて","左大将鬚黒と右大将夕霧である。"
"35","1","1","5","12","1","小弓とのたまひしかど","「若菜上」（第十三章四段）の源氏の言葉に見える。"
"35","1","1","5","13","1","歩弓","「歩弓」は「馬弓（騎射）」の対語。十七日の射礼、十八日の賭弓なども歩射である。"
"35","1","1","6","14","1","前後の心こまどりに方分きて","左方の先に射る者、右方の後に射る者と、奇数偶数の二組に分けること。"
"35","1","1","6","15","1","今日にとぢむる霞のけしきも","今日が三月晦日で春の終わりの日であることをいう。惜春の情景。"
"35","1","1","6","16","1","花の蔭いとど立つことやすからで","「今日のみと春を思はぬ時だにも立つことやすき花の蔭かは」（古今集春下、一三四、躬恒）。"
"35","1","1","7","17","1","艶なる賭物ども","以下「こそ挑ませめ」まで、源氏の詞。"
"35","1","1","7","18","1","柳の葉を百度当てつべき舎人どもの","『史記』周本紀の楚の養由基の故事。"
"35","1","1","8","19","1","心知れる御目には","夕霧をさす。"
"35","1","1","9","20","1","なほいとけしき異なりわづらはしきこと出で来べき世にやあらむ","夕霧の心中。『集成』は「やっかいなことがもちあがる二人の仲なのだろうか」。『完訳』は「面倒なことがもちあがってくるのではなかろうか」と訳す。"
"35","1","1","10","21","1","さる仲らひ","従兄弟同士という意。"
"35","1","1","10","22","1","もの思はしくうち紛るることあらむを","推量の助動詞「む」仮定の意。『集成』は「思い悩んでそれに屈託するようなことがあるのを」。『完訳』は「物思いがちに心を奪われるようなことがあろうものなら」と訳す。"
"35","1","1","11","23","1","みづからも","柏木をさす。"
"35","1","1","12","24","1","かかる心はあるべきものか","以下「おほけなきこと」まで、柏木の心中。"
"35","1","1","14","25","1","かのありし猫をだに","以下「慰めにもなつけむ」まで、柏木の心中。"
"35","1","2","1","26","1","女御の御方に参りて","柏木、妹の弘徽殿女御のもとに参上。弘徽殿女御の慎み深い態度、女三の宮の軽率さが比較される。"
"35","1","2","1","27","1","いと奥深く心恥づかしき御もてなしにて","弘徽殿女御の態度。女三の宮と対照的。"
"35","1","2","1","28","1","かかる御仲らひにだに","兄妹の関係をいう。"
"35","1","2","1","29","1","ゆくりかにあやしくはありしわざぞかし","柏木の心中。女三の宮を垣間見たことを想起する。"
"35","1","2","1","30","1","浅くも思ひなされず","女三の宮の振る舞いを。"
"35","1","2","2","31","1","春宮に参りたまひて","柏木、東宮のもとに参上し、女三の宮の猫を預かる。"
"35","1","2","2","32","1","論なう通ひたまへるところあらむかし","柏木の心中。東宮と女三の宮が兄妹ゆえに似ているだろうと注意深く見る。"
"35","1","2","2","33","1","あてになまめかしくおはします","東宮の器量。上文に「匂ひやかになどはあらぬ御容貌」。輝くほどの美しさではないが、東宮という心なしか、上品で優雅でいらっしゃる。参考、源氏の器量、「匂ひやかにきよら」（若菜上）とある。"
"35","1","2","4","34","1","六条の院の姫宮の御方に","以下「見たまふべし」まで、柏木の詞。"
