"Volume","Chapter","Paragraph","Line","Annotation_Num","Annotation_State","Annotation_Title","Annotation_Body"
"23","1","1","1","1","1","年立ちかへる朝の空","源氏三十六歳の元旦。「あら玉の年立ちかへる朝より待たるるものは鴬の声」（拾遺集春、五、素性法師）による。"
"23","1","1","1","2","1","数ならぬ垣根のうちだに","「野辺見れば若菜摘みけりむべしこそ垣根の草も春めきにけれ」（拾遺集春、一九、紀貫之）。"
"23","1","1","1","3","1","いつしかとけしきだつ霞に","「昨日こそ年は暮れしか春霞春日の山にはや立ちにけり」（拾遺集春、三、山部赤人）「吉野山峯の白雪いつ消えて今朝は霞の立ちかはるらむ」（拾遺集春、四、源重之）。"
"23","1","1","1","4","1","足るまじくなむ","係助詞「なむ」。下に「ある」などの語句が省略。"
"23","1","1","2","5","1","春の御殿の御前","六条院春の御殿の庭先。"
"23","1","1","2","6","1","梅の香も御簾のうちの匂ひに吹きまがひ","庭の梅の香と室内の薫物の香が春風に吹き混じり合うさま。"
"23","1","1","2","7","1","生ける仏の御国とおぼゆ","『新大系』は「この世に現出した極楽浄土。極楽もかぐわしい香に満ちた世界だと、多くの仏典に説かれている」と注す。"
"23","1","1","2","8","1","姫君の御方にと","明石姫君。八歳。"
"23","1","1","2","9","1","歯固めの祝ひ","年頭に長寿を祝う儀式。"
"23","1","1","2","10","1","千年の蔭にしるき年のうちの祝ひ事ども","「万代を松にぞ君を祝ひつる千歳の蔭に住まむと思へば」（古今集賀、三五六、素性法師）。"
"23","1","1","2","11","1","大臣の君","源氏をさす。源氏三十六歳。太政大臣。"
"23","1","1","2","12","1","懐手ひきなほしつつ","主語は女房たち。接尾語「つつ」は同じ動作の反復の意。"
"23","1","1","3","13","1","いとしたたかなる","以下「われことぶきせむ」まで、源氏の詞。"
"23","1","1","4","14","1","中将の君","「葵」巻に初出。以下、「須磨」、「澪標」、「薄雲」に登場する女房。「須磨」巻以降は紫の上づきの女房となっている源氏の召人。"
"23","1","1","5","15","1","かねてぞ見ゆる","以下「何ばかりのことをか」まで、中将の君の詞。「近江のや鏡の山を立てたればかねてぞ見ゆる君が千歳は」（古今集、神遊びの歌、一〇八〇、大伴黒主）を引く。"
"23","1","1","5","16","1","鏡の影にも","『集成』は「歌の「鏡の山」（近江の歌枕）に「鏡」（鏡餅）をこと寄せた挨拶」。『完訳』は「鏡山の陰に、鏡餅を相手にするだけ、の意をこめ、源氏を恨む」と注す。"
"23","1","1","5","17","1","何ばかりのことをか","係助詞「か」の下に「祈らむ」などの語句が省略。"
"23","1","1","7","18","1","御方々の参座したまはむとて","主語は源氏。源氏が六条院の御夫人方へ年賀の挨拶に回ろうとの意。"
"23","1","1","7","19","1","げに見るかひあめれ","「げに」は中将の君の詞を受ける。推量の助動詞「めれ」主観的推量のニュアンス。語り手の「こそ--めれ」係結びの強調的ニュアンスの加わった推量。『集成』は「前の中将の言葉を受けての草子地」と注す。"
"23","1","1","8","20","1","今朝、この人びとの","以下「上にはわれ見せたてまつらむ」まで、源氏の詞。「上」は紫の上をさす。鏡餅を私が見せて祝詞を申し上げようの意。"
"23","1","1","10","21","2","薄氷解けぬる池の鏡には--世に曇りなき影ぞ並べる","源氏から紫の上への贈歌。「鏡」に「鏡餅」を響かせる。二人の深い情愛と幸せを寿ぐ歌。"
"23","1","1","11","22","1","げにめでたき御あはひどもなり","「げに」は語り手の源氏の和歌に納得した気持ちの表出。"
"23","1","1","12","23","2","曇りなき池の鏡によろづ代を--すむべき影ぞしるく見えける","紫の上の返歌。「池」「鏡」「世」「影」の語句を受けて「曇りなき池の鏡」「万代」「住むべき影」と返す。「すむ」は「澄む」と「住む」の掛詞。「曇り」「澄む」「影」は「鏡」の縁語。"
"23","1","1","13","24","1","今日は子の日なりけり","元日と子の日が重なった設定。"
"23","1","1","13","25","1","千年の春をかけて","「千年まで限れる松も今日よりは君に引かれて万代や経む」（拾遺集春、二四、大中臣能宣）"
"23","1","2","1","26","1","姫君の御方に渡りたまへれば","主語は源氏。明石姫君は春の御殿の寝殿を紫の上と分けて西面を使用している。"
"23","1","2","1","27","1","北の御殿より","明石御方から娘の明石姫君のもとへ。"
"23","1","2","1","28","1","えならぬ五葉の枝に移る鴬も","五葉の松も鴬も細工物。"
"23","1","2","1","29","1","思ふ心あらむかし","語り手の想像。『完訳』は「語り手が「思ふ心--」と注意して、次の母娘隔離の歌に続ける」と注す。"
"23","1","2","2","30","2","年月を松にひかれて経る人に--今日鴬の初音聞かせよ","明石御方から娘への贈歌。「松」と「待つ」「古」と「経る」「初音」と「初子」の掛詞。「松」「引かれ」は縁語。「松の上になく鴬の声をこそ初ねの日とはいふべかりけれ」（拾遺集春、二二、宮内卿）。『完訳』は「新春でも娘に再会できぬ実母の嘆きの歌」と注す。"
"23","1","2","3","31","1","音せぬ里の","歌に添えた言葉。「今日だにも初音聞かせよ鴬の音せぬ里はあるかひもなし」（源氏釈所引、出典未詳）を引く。"
"23","1","2","5","32","1","この御返りは","以下「あらずかし」まで、源氏の詞。"
"23","1","2","6","33","1","罪得がましう心苦し","源氏の心中。"
"23","1","2","7","34","2","ひき別れ年は経れども鴬の--巣立ちし松の根を忘れめや","明石姫君の返歌。「年」「松」「引く」「経る」「鴬」の語句を「引き別れ」「年は」「経れども」「鴬の巣立ちし」「松の根」と受けて「忘れめや」と返す。「松」と「待つ」は掛詞。"
"23","1","2","8","35","1","幼き御心にまかせて、くだくだしくぞあめる","語り手の批評。『集成』は「草子地による歌の批評。理屈が勝って余情に乏しいといったところである」。『完訳』は「語り手の評言。物語ではじめて歌を詠む姫君の成長ぶりに注意」と注す。"
"23","1","3","2","36","1","今はあながちに近やかなる御ありさまももてなしきこえたまはざりけり","『集成』は「夫婦として枕を交わすこともなかった、の意」。『完訳』は「共寝するしないを超えた、世間にも稀な関係。次に「ありがたからん妹背の契り」とあるゆえん」と注す。"
"23","1","3","2","37","1","妹背の契りばかり聞こえ交はしたまふ","『完訳』は「妹背のご縁というほどの語らいを互いになさっている」と注す。"
"23","1","3","3","38","1","縹はげに","以下「背きたまひなましかば」まで、源氏の心中を通して語った叙述。『集成』は「以下、源氏の眼を通して花散里の容姿をいう」と注す。"
"23","1","3","3","39","1","背きたまひなましかば","「ましか」反実仮想の助動詞。下に「見まし」などの語句が省略。"
"23","1","3","3","40","1","人の御心の重きをも","花散里の人柄をいう。"
"23","1","3","4","41","1","西の対へ渡りたまひぬ","夏の御殿の西の対。玉鬘の居所。"
"23","1","4","2","42","1","ここぞ曇れると見ゆるところなく","『集成』は「陰気だと思われるところがなく」。『完訳』は「ここが疵と思われるところもなく」と訳す。"
"23","1","4","2","43","1","かくて見ざらましかば","源氏の心中。"
"23","1","4","2","44","1","えしも見過ぐしたまふまじ","語り手の源氏の心中を批評した文。後の物語発展への伏線的叙述。『集成』は「父親役では納まらないのではないか、という草子地」。『完訳』は「男女関係に発展せずにすむだろうか、とする語り手の予感」と注す。"
"23","1","4","3","45","1","なほ思ふに隔たり多くあやしきがうつつの心地もしたまはねば","『集成』は「やはり考えてみると、（そこは実の親ではないので）気のおけることが多く何となく落着かぬ感じなのが、夢を見ているような思いもして。玉鬘の気持」と注す。"
"23","1","4","3","46","1","いとをかし","『集成』は「源氏の心中の思いが、そのまま草子地と重なる」。『完訳』は「源氏の心。玉鬘の反発と警戒に、かえって惹かれる趣である」と注す。"
"23","1","4","4","47","1","年ごろになりぬる心地して","以下「人なき所なり」まで源氏の詞。"
"23","1","4","4","48","1","いはけなき初琴習ふ人","明石姫君をさす。"
"23","1","4","4","49","1","うしろめたくあはつけき心持たる","『集成』は「気の許せぬ、軽はずみな考えを持った」。『完訳』は「気のゆるせない、思いやりのない」と注す。"
"23","1","4","6","50","1","のたまはせむままにこそは","玉鬘の返事。"
"23","1","4","7","51","1","さもあることぞかし","『集成』は「玉鬘としては素直にお受けするほかないことだ、という意味の草子地」。『完訳』は「語り手が、玉鬘の応答に納得」と注す。"
"23","1","5","1","52","1","ものよりことに","『集成』は「ほかに比べ格段に」。『完訳』は「なによりまして格別の」と訳す。"
"23","1","5","1","53","1","硯のあたりにぎははしく、草子どもなど取り散らしたるなど","『集成』は「朝方、明石の姫君に手紙を書いたあと、そのままなのだろう。ここは和歌の草子であろう」。『完訳』は「朝方、姫君に消息したまま、来訪の源氏に歌反故を見せようとする下心か」と注す。"
"23","1","5","2","54","1","小松の御返りを","「小松」は姫君を喩える。"
"23","1","5","3","55","2","めづらしや花のねぐらに木づたひて--谷の古巣を訪へる鴬","明石御方の独詠歌。「花のねぐら」は春の御殿、「谷の古巣」は明石の冬の御殿、「鴬」は姫君を喩える。『完訳』は「養母に愛育されつつも実母を顧みる姫君を、感動的に受けとめた歌」と注す。"
"23","1","5","4","56","1","声待ち出でたる","歌に添えた言葉。「鴬の音なき声を待つとても訪ひし初音の思ほゆるかな」（斎宮女御集、二一二）。"
"23","1","5","6","57","1","咲ける岡辺に家しあれば","『源氏釈』は「梅の花咲ける岡辺に家し乏しくもあらず鴬の声」（古今六帖、鴬、四三五八）を指摘。『集成』は「姫とは家が近いので、いずれこれからもお便りが頂けよう、という気持を託したもの」と注す。"
"23","1","5","7","58","1","取りて見たまひつつほほ笑みたまへる","主語は源氏。"
"23","1","5","7","59","1","恥づかしげなり","語り手の源氏の態度を批評した言辞。"
"23","1","5","8","60","1","ゐざり出でて","主語は明石御方。"
"23","1","5","8","61","1","さすがにみづからのもてなしは、かしこまりおきて","『集成』は「そうはいっても明石の上自身の振舞は、（源氏に対しては）遜って礼儀に適った態度であるのを。前に、「ものよりことに気高くおぼさる」とあった」。『完訳』は「自らの憂愁をおし隠して遠慮がちにふるまう」と注す。"
"23","1","5","8","62","1","なほ人よりはことなり","源氏の感想。"
"23","1","5","8","63","1","白きに","白の小袿の上にの意。"
"23","1","5","8","64","1","新しき年の御騒がれもや","源氏の心中。"
"23","1","5","8","65","1","なほおぼえことなりかし","六条院の御夫人方の心中。「思す」という敬語表現があるので。"
"23","1","5","9","66","1","南の御殿には","紫の上方。"
"23","1","5","9","67","1","めざましがる人びとあり","女房たちである。"
"23","1","5","9","68","1","まだ曙のほどに渡りたまひぬ","明石の御殿から紫の上の御殿へ。『完訳』は「「曙」は空の明るくなる時刻。男の帰る時刻としては、やや遅い。それをさへ「夜深き」と不満に思う明石の君の秘められた情念に注意」と注す。"
"23","1","5","9","69","1","かうしもあるまじき夜深さぞかし","明石御方の心中。"
"23","1","5","9","70","1","名残もただならずあはれに思ふ","源氏を送り出した後の明石御方の心境。"
"23","1","5","10","71","1","待ちとりたまへるはた","以下、源氏の紫の上の心中を忖度した視点にそった叙述。"
"23","1","5","11","72","1","あやしきうたた寝をして","以下「おどろかしたまはで」まで、源氏の詞。"
"23","1","6","1","73","1","今日は臨時客のことに紛らはして","摂関大臣家の臨時客は正月二日を通例とする。それに倣う。"
"23","1","6","1","74","1","そこら集ひたまへる","『集成』は「以下、草子地」と注す。"
"23","1","6","1","75","1","すこしなずらひなるだにも見えたまはぬものかな","『完訳』は「多少とも源氏に比肩できる者さえいないとする、語り手の評言」と注す。"
"23","1","6","1","76","1","悪しかし","『集成』は「だらしないことです。草子地」。『完訳』は「情けない、とする語り手の評」と注す。"
"23","1","6","1","77","1","思ふ心などものしたまひて","玉鬘に対する関心である。"
"23","1","6","2","78","1","花の香誘ふ夕風","「花の香を風のたよりにたぐへてぞ鴬さそふしるべにはやる」（古今集春上、一三、紀友則）"
"23","1","6","2","79","1","この殿うち出でたる","催馬楽「この殿はむべもむべも富みけりさき草のあはれさき草のはれさき草の三つば四つばの中に殿づくりせりや殿づくりせりや」（「この殿は」）。"
"23","1","6","2","80","1","さき草の末つ方","催馬楽「この殿は」の歌詞の一部。"
"23","1","6","2","81","1","御光にはやされて","「光」は最高の美的形容。"
"23","1","6","2","82","1","ことになむ分かれける","『集成』は「ほかの場合と全く違うのであった」。『完訳』は「そのけじめがはっきりと感じられるのであった」と訳す。"
"23","2","1","1","83","1","もの隔てて聞きたまふ御方々は","花散里や明石御方をさす。"
"23","2","1","1","84","1","蓮の中の世界にまだ開けざらむ心地もかくや","花散里などの心中を忖度して表現した文。極楽浄土世界中、九品の中の下品下生、最下級の世界。そこでは蓮の花が開くまでに十二大劫の期間を待たねばならない。"
"23","2","1","1","85","1","東の院に離れたまへる御方々は","二条東院の末摘花や空蝉をさす。"
"23","2","1","1","86","1","世の憂きめ見えぬ山路に","「世の憂きめ見えぬ山路へ入らむには思ふ人こそほだしなりけれ」（古今集雑下、九五五、物部吉名）。"
"23","2","1","1","87","1","つれなき人の御心をば何とかは見たてまつりとがめむ","源氏の心をさす。「なにとかは--とがめむ」反語表現。『完訳』は「己が身の不運と諦める気持」と注す。"
"23","2","1","1","88","1","行なひの方の人は","空蝉をさす。"
"23","2","1","1","89","1","仮名のよろづの草子の学問心に入れたまはむ人は","末摘花をさす。『集成』は「「学問」と大げさに言うのは、例の、末摘花をからかった筆つき」と注す。"
"23","2","1","1","90","1","ものまめやかにはかばかしきおきてにも","『集成』は「生活を支えるしっかりした経済的な処遇の点でも」。『完訳』は「給与や使用人などの取決め」「実生活上のきちんとした取決めの点でも」と注す。"
"23","2","1","2","91","1","心苦しく思して","源氏が末摘花を。"
"23","2","1","2","92","1","人目の飾りばかりは","『集成』は「人目には立派に見えるように」と注す。"
"23","2","1","2","93","1","滝の淀み恥づかしげなる","白髪の譬喩。「落ちたぎつ滝の水上年積もり老いにけらしな黒き筋なし」（古今集雑上、九二八、壬生忠岑）。"
"23","2","1","3","94","1","柳はげにこそすさまじかりけれ","源氏が暮れに贈った柳襲の衣裳。源氏の感想。"
"23","2","1","3","95","1","着なしたまへる人からなるべし","語り手の感想。"
