"Volume","Chapter","Paragraph","Line","Annotation_Num","Annotation_State","Annotation_Title","Annotation_Body"
"6","1","1","1","1","1","思へどもなほ飽かざりし夕顔の露に後れし心地を","五七五七七の和歌的リズムの地の文。『完訳』は「思へども身をし分けねば目に見えぬ心を君にたぐへてぞやる」（古今集、離別、三七三、伊香子淳行）「あかざりし袖の中にや入りにけむ我が魂のなき心地する」（古今集、雑下、九九二、陸奥）「時雨つつ梢々にうつるとも露に後れし秋な忘れそ」（朝忠集）を引歌として指摘、歌中の語句を引用して綴った文である。"
"6","1","1","1","2","1","年月経れど","夕顔の死は、昨年の源氏十七歳秋八月のこと。"
"6","1","1","2","3","1","ことことしき","『集成』『新大系』は清音に読むが、『古典セレクション』は「ことごとしき」と濁音に読む。"
"6","1","1","2","4","1","こりずまに","性懲りもなく、の意。『河海抄』は「こりずまにまたもなき名は立ちぬべし人にくからぬ世にし住まへば」（古今集、恋三、六三一 、読人しらず）を指摘、その文句を使った表現。"
"6","1","1","2","5","1","いと目馴れたるや","語り手の評言。『細流抄』が「草子地評して云也」と指摘、『全集』も「草子地。（中略）虚構された物語の語り手が、物語の内容をみずから批評する形をとった技法」と注す。"
"6","1","1","3","6","1","多かりける","大島本「おほかりける」とある。『集成』『新大系』は諸本に従って「多かりけり」と校訂するが、『古典セレクション』は底本のままとする。"
"6","1","1","4","7","1","かの空蝉を","伊予介の後妻、語り手は登場人物をこのような渾名で呼称する。「夕顔」巻でも同じ呼称がされている。"
"6","1","1","4","8","1","荻の葉も","伊予介の先妻の娘、軒端荻と呼称される人。語り手は「荻の葉」と呼称する。"
"6","1","1","4","9","1","風のたより","「荻の葉」と「風」は縁語。地の文に和歌の技法を用いて叙述する。"
"6","1","1","4","10","1","火影の乱れたりしさまは","「空蝉」巻の空蝉と軒端荻が碁をうっていた場面をさす。"
"6","1","2","1","11","1","左衛門の乳母","源氏の乳母の一人。"
"6","1","2","1","12","1","大輔の命婦","源氏の乳母子に当たる。女性である。"
"6","1","2","1","13","1","わかむどほりの兵部大輔なる女","父親は皇族の血筋をひく兵部大輔という人の娘。"
"6","1","2","1","14","1","母は筑前守の妻にて","大輔命婦の母親である左衛門乳母は筑前守と再婚しての意。兵部大輔の生活ぶりは、あまりおもわしくなかったようである。財力のある地方官と再婚した中流の女房の実生活面をうかがわせる。"
"6","1","2","2","15","1","故常陸親王の末にまうけて","この巻の女主人公、末摘花と呼称される人の紹介。"
"6","1","2","2","16","1","語りきこえ","大輔命婦が源氏にお話し申し上げるの意。"
"6","1","2","3","17","1","心ばへ容貌など","以下「なつかしき語らひ人と思へる」まで、命婦の詞、常陸宮の姫君について語る。「琴」（きん）は七絃琴をさし、当時は弾く人がまれであった絃楽器。この物語では源氏や皇族の一部の人々が弾く楽器である。"
"6","1","2","4","18","1","三つの友にて","途中、語り手の引用句「とて」をはさんで、「あらじとなむ思ふ」まで、源氏の詞。「三の友」とは、琴・酒・詩をさす。『白氏文集』巻第六十二「北窓三友」にもとづく。"
"6","1","2","4","19","1","おしなべての手には","大島本「をしなへてのてにハ」とある。『集成』『古典セレクション』は諸本に従って「おしなべての手づかひには」と校訂するが、『新大系』は底本のままとする。"
"6","1","2","4","20","1","となむ思ふ","大島本「となむおもふ」とある。『古典セレクション』は諸本に従って「と思ふ」と「なむ」を削除するが、『集成』『新大系』は底本のままとする。"
"6","1","2","4","21","1","とのたまへば","大島本「との給へハ」とある。『古典セレクション』は諸本に従って「と語らひたまふ」と校訂するが、『集成』『新大系』は底本のままとする。"
"6","1","2","5","22","1","さやうに","以下「あらずやはべらむ」まで、命婦の詞、源氏に姫君への気をもたせる。"
"6","1","2","5","23","1","あらずやはべらむ","大島本「あらすや侍らむ」とある。『古典セレクション』は諸本に従って「はべらずやあらむ」と校訂するが、『集成』『新大系』は底本のままとする。"
"6","1","2","6","24","1","と言へど","大島本「といへと」とある。『古典セレクション』は諸本に従って「と言へば」と順接に校訂するが、『集成』『新大系』は底本のまま逆接とする。"
"6","1","2","6","25","1","御心とまるばかり聞こえなすを","大島本「御心とまるはかりきこえなすを」とある。『古典セレクション』は諸本に従って削除するが、『集成』『新大系』は底本のままとする。"
"6","1","2","7","26","1","いたうけしきばましや","以下「まかでよ」まで、源氏の詞。命婦に姫君への手引を依頼する。"
"6","1","2","7","27","1","このころ","「今来・比日・今属、コノゴロ」（名義抄）。「奈良時代にはコノコロと清音。平安時代以後コノゴロ」（岩波古語辞典）。『集成』は清音で読んでいる。"
"6","1","2","7","28","1","おぼろ月夜","春の月のある夜。"
"6","1","2","7","29","1","まかでよ","わたしが常陸宮邸に行く夜は、そなたがそこに退出していてくれ、の意。"
"6","1","2","9","30","1","父の大輔の君は他にぞ住みける","父兵部大輔は新しい妻のもとに住んでいるのであった、の意。"
"6","1","2","9","31","1","ここには時々ぞ通ひける","娘の命婦はここ常陸宮邸に時々出入りしていた、の意。"
"6","1","2","9","32","1","命婦は、継母のあたりは住みもつかず、姫君の御あたりをむつびて、ここには来るなりけり","命婦は父親に従って継母のもとには住まず、こちらに来るのであったの意。以上から、『集成』は「兵部の大輔は宮家とよほど縁の深い人（末摘花の兄か）と考えられる」と解す。『完訳』は「宮家の縁者らしい。一説には宮の子、末摘花の兄とするが、未詳」と注す。"
"6","1","3","2","33","1","いとかたはらいたき","以下「はべらざめるに」まで、命婦の詞。"
"6","1","3","3","34","1","なほあなたに","以下「ねたかるべきを」まで、源氏の詞。"
"6","1","3","4","35","1","うちとけたる住み処","常陸宮邸で命婦が私用している部屋をさす。取り散らした部屋の意。"
"6","1","3","4","36","1","うしろめたうかたじけなし","命婦の心配。源氏に対して、失礼はないか、恐れ多いという気持ち。"
"6","1","3","4","37","1","寝殿に","常陸宮の姫君は寝殿に住んでいる。身分の高貴さを窺わせる。"
"6","1","3","4","38","1","梅の香をかしきを見出だして","季節は一月下旬ころ。白梅が馥郁たる香を発している様子。"
"6","1","3","4","39","1","よき折かな","命婦の心。"
"6","1","3","5","40","1","御琴の音","以下「口惜しけれ」まで、命婦の姫君への詞。琴を弾かせようと下心のある発言。"
"6","1","3","5","41","1","まさりはべらむ","梅の香の素晴らしい夜に、琴の音色が一段と趣深く聴かれようの意。"
"6","1","3","5","42","1","思ひたまへらるる","「たまへ」（謙譲の補助動詞）「らるる」（自発の助動詞）、思わずにはいられませんの意。"
"6","1","3","5","43","1","誘はれはべりてなむ","下に「参りつる」などの意が省略。"
"6","1","3","5","44","1","心あわたたし","上に「常は」などの意が省略されている。"
"6","1","3","6","45","1","聞き知る人こそ","以下「聞くばかりやは」まで、姫君の詞。『異本紫明抄』は「琴の音を聞き知る人のありければ今ぞ立ち出でて緒をもすぐべき」（古今六帖、琴）を指摘。その和歌の言葉を引用して言ったもの。その下に中国の『列子』湯問篇の伯牙断絃の故事がある。教養あり素直で謙虚な発言である。"
"6","1","3","6","46","1","やは","以下に「あらむ」などの意が省略。"
"6","1","3","7","47","1","あいなう","他人ごとながらと心配する命婦の心。"
"6","1","3","7","48","1","いかが聞きたまはむ","主語は源氏。命婦の心中。"
"6","1","3","8","49","1","何ばかり深き手ならねど","語り手と源氏の価値判断が一体化したような表現である。"
